序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
134,教育学,西安邮电大学,青年基金项目,大学章程实施评估机制研究,杨向卫,2015
135,教育学,西北民族大学,青年基金项目,基于大规模在线教育的社会化学习设计及实证研究,段金菊,2015
136,教育学,云南师范大学,青年基金项目,新时期地方大学教师发展的转型及其范式建构研究,方泽强,2015
137,教育学,重庆城市管理职业学院,青年基金项目,生态位理论下的高职院校核心竞争力评价与提升研究,杨瑞,2015
138,心理学,陕西师范大学,规划基金项目,社会评价、自恋人格对功利性道德决策的影响机制研究,何宁,2015
139,心理学,广西师范大学,青年基金项目,农村留守儿童的家庭自我概念与心理健康研究,袁书,2015
140,心理学,贵州师范大学,青年基金项目,对威胁刺激注意定向加速和注意解除困难的认知神经基础,罗禹,2015
141,心理学,陕西师范大学,青年基金项目,积极期待与幸福感关系的神经基础,罗扬眉,2015
142,心理学,陕西师范大学,青年基金项目,垂直量尺化中锚题的“统计代表性”探索,叶萌,2015
143,心理学,西南大学,青年基金项目,死亡焦虑对大学生自我概念的影响以及缓解策略研究,杨娟,2015
144,心理学,西南民族大学,青年基金项目,儿童流动与适应中的家庭风险：影响机制及干预研究,袁晓娇,2015
145,体育科学,西南交通大学,青年基金项目,广场体育反暴力恐怖活动的探索研究,孙国欣,2015
146,体育科学,西南民族大学,青年基金项目,藏羌彝走廊的新型城镇化建设与少数民族传统体育发展互动研究,陈家明,2015
147,统计学,陕西师范大学,规划基金项目,基于AQI高频大数据的西部城市群空气污染统计规律挖掘及治污减霾对策设计,胡秋灵,2015
148,统计学,兰州大学,青年基金项目,基于贝叶斯理论的婴幼儿腹泻求医行为分析方法研究,高文龙,2015
149,国际问题研究,云南警官学院,规划基金项目,国际非政府组织在大湄公河次区域的活动及其对我周边关系的影响研究,盖沂昆,2015
150,交叉学科/综合研究,兰州交通大学,规划基金项目,一带一路背景下西部物流网络动态协同演化机理及适应性研究,王庆荣,2015
151,交叉学科/综合研究,西南民族大学,规划基金项目,工作搜寻框架下的心理账户、大学生就业匹配与西部地区服务业发展,刘彤,2015
152,交叉学科/综合研究,贵州财经大学,青年基金项目,中国数字鸿沟的评估与战略对策研究,刘骏,2015
153,交叉学科/综合研究,南宁职业技术学院,青年基金项目,民族地区职业教育对接产业发展的理论与实践研究,蓝洁,2015
154,交叉学科/综合研究,内蒙古财经大学,青年基金项目,中蒙旅游合作策略研究--沿“草原丝绸之路”进行跨国旅游探讨,王珊,2015
155,交叉学科/综合研究,宁夏医科大学,青年基金项目,城乡基本医疗保障一体化背景下的卫生保健公平性及其分解研究,孙玉凤,2015
156,交叉学科/综合研究,钦州学院,青年基金项目,网络语言暴力问题及其治理研究,毛向樱,2015
157,交叉学科/综合研究,渭南师范学院,青年基金项目,西北弱势旅游地人文景观之文化建构与产业化培育研究——以陕西渭南为例,张虹,2015
158,交叉学科/综合研究,西安交通大学,青年基金项目,西北地区线性文化遗产资源区域化保护管理网络构建策略研究,刘怡,2015
159,交叉学科/综合研究,西北大学,青年基金项目,西北地区“多规合一”制度建设研究,董欣,2015
160,交叉学科/综合研究,长安大学,青年基金项目,产业基金吸引社会资本参与基础设施投资的合伙类型与行为选择研究,苏蕊芯,2015
