序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
20,语言学,西安交通大学,青年基金项目,语法化视野下汉语方所介词的来源、历史层次与更新研究,马梅玉,2017
21,语言学,西北师范大学,青年基金项目,基于语料库的敦煌汉简文字发展研究,雷黎明,2017
22,语言学,延安大学,青年基金项目,延安时期的翻译文化与价值研究,王黎娜,2017
23,语言学,右江民族医学院,青年基金项目,现代汉语评注性副词篇章衔接功能研究,巴丹,2017
24,语言学,云南师范大学,青年基金项目,基于语料库的对话句法共振与语用推理关系研究,沈艳萍,2017
25,中国文学,重庆三峡学院,规划基金项目,长江三峡文学地理研究,李俊,2017
26,中国文学,重庆师范大学,规划基金项目,现代文学大家与大后方文学的整体建构,李文平,2017
27,中国文学,贺州学院,规划基金项目,平行研究视角下的英国民谣与瑶族歌谣对比,颜健生,2017
28,中国文学,兰州大学,规划基金项目,伦理诗学中的民族性问题研究,张同胜,2017
29,中国文学,宝鸡文理学院,青年基金项目,宋代唐集序跋研究,刘冰欣,2017
30,中国文学,海南大学,青年基金项目,书写民族国家——以1920年代乡土文学话语为中心的文学思想史考察,李音,2017
31,中国文学,昆明理工大学,青年基金项目,论现代武侠文学“民族形象”的生成与建构,陈中亮,2017
32,中国文学,陕西师范大学,青年基金项目,中国古代总集分类体例研究,蒋旅佳,2017
33,中国文学,西安财经学院,青年基金项目,唐代制举与儒学研究,田子爽,2017
34,中国文学,西北师范大学,青年基金项目,清末民国时期外国童话在中国的译介与影响研究,周小娟,2017
35,中国文学,延安大学,青年基金项目,复兴与重塑：延安时期的木刻版画研究,李萍,2017
36,外国文学,四川大学,规划基金项目,西方马克思主义小说批评研究,邱晓林,2017
37,外国文学,西南大学,规划基金项目,当代美国女性自传性书写中的情动机制,李芳,2017
38,外国文学,玉林师范学院,规划基金项目,R.S.托马斯诗歌美学研究,蒋芬,2017
39,外国文学,昆明理工大学,青年基金项目,阿富汗裔美国作家卡勒德？胡赛尼作品中的文化书写研究,余艳娥,2017
40,外国文学,西安交通大学,青年基金项目,村上春树作品中的审父叙事研究,沈丽芳,2017
41,外国文学,西安交通大学,青年基金项目,文学经典建构与民族身份书写：美国文学选集研究,史鹏路,2017
42,艺术学,西安建筑科技大学,青年基金项目,丝绸之路甘青段少数民族乡土民居保护传承的设计策略研究,崔文河,2017
43,历史学,成都学院,规划基金项目,20世纪初中国国学研究机构的开山——四川国学院的兴办与影响研究,魏红翎,2017
44,历史学,昆明学院,青年基金项目,清代晚明史书写中的东林话语研究,阳正伟,2017
45,历史学,西安交通大学,青年基金项目,美国环境外交与对外战略关系研究（1969-1992）,靳小勇,2017
46,历史学,西北大学,青年基金项目,兰普莱希特史学研究,柏悦,2017
47,考古学,重庆师范大学,青年基金项目,三峡地区古居民生业模式的考古学研究,马江波,2017
48,考古学,四川大学,青年基金项目,两周青铜器生产、流通问题研究,黎海超,2017
49,经济学,西安工业大学,规划基金项目,马克思主义人口结构调整理论中国化研究,宋元梁,2017
50,经济学,西北大学,规划基金项目,新常态下中国经济增长数量和质量多维互动机制研究,师博,2017
51,经济学,西南财经大学,规划基金项目,社会观察、认知偏差与消费不足：机制、实证与政策含义,刘阳,2017
52,经济学,西南交通大学,规划基金项目,近代中国财政思想转型研究,付志宇,2017
53,经济学,西南交通大学,规划基金项目,新能源、传统能源与相关金融市场价格波动及其交互行为的复杂非线性特征研究,胡杨,2017
54,经济学,宝鸡文理学院,青年基金项目,贫困地区农村金融减贫效应及作用机理研究,刘芳,2017
55,经济学,长江师范学院,青年基金项目,供给侧改革背景下武陵山片区精准扶贫的长效机制研究,周伍阳,2017
56,经济学,成都学院,青年基金项目,非常规货币政策对新兴市场经济体的溢出效应及政策协调研究-以中国和印度为例,许欣欣,2017
57,经济学,重庆工商大学,青年基金项目,“一带一路”沿线国家基础设施建设与我国制造业的全球价值链升级研究,唐丽淼,2017
58,经济学,重庆工商大学,青年基金项目,产能过剩背景下的杠杆率悖论与货币政策选择,王韧,2017
59,经济学,广西大学,青年基金项目,“南海争端”对中菲越经济发展的影响效应及渠道——基于合成控制法的经验研究,唐菁菁,2017
60,经济学,广西师范大学,青年基金项目,基于新经济地理学视角下西部欠发达地区环境污染与环境公正研究,戴其文,2017
61,经济学,兰州财经大学,青年基金项目,虚拟水视角下中国各省水资源政策的多区域CGE模拟研究,邓光耀,2017
62,经济学,陕西师范大学,青年基金项目,基于利益相关者的农业完全成本水价形成及效应机理研究,穆兰,2017
63,经济学,陕西师范大学,青年基金项目,老龄化对中国长期技术进步的影响研究——基于企业创新“需求侧”视角的分析,豆建春,2017
64,经济学,西安工程大学,青年基金项目,比较视角下马克思主义政治经济学的创新研究,张志敏,2017
65,经济学,西安工业大学,青年基金项目,农户分化背景下需求驱动型农技推广机制研究,焦源,2017
66,经济学,西安理工大学,青年基金项目,美联储加息与中国经济金融稳定：基于宏观审慎的视角,李祥发,2017
67,经济学,西华大学,青年基金项目,股指期货市场投资者情绪与信息传递效率,刘文文,2017
68,经济学,西南财经大学,青年基金项目,基于金融摩擦视角的“房地产-银行”系统关联性研究,李雪,2017
69,经济学,西南交通大学,青年基金项目,异质信念对资产定价的影响研究——基于A股市场融资融券的视角,刘映池,2017
70,经济学,延边大学,青年基金项目,经济增长拉动就业的行业差异及行业结构优化的对策研究,王磊,2017
71,经济学,云南财经大学,青年基金项目,“一带一路”与长江经济带的联通：基于西南区域的价值链视角,全诗凡,2017
72,管理学,电子科技大学,规划基金项目,公司跨界购并动机、整合机理和模型研究,殷瑾,2017
73,管理学,桂林师范高等专科学校,规划基金项目,中国情境下创业型领导对组织创新、团队创新、员工创造力的跨层次研究,李蕙羽,2017
74,管理学,内蒙古医科大学,规划基金项目,公立医院医务人员绩效考核相关配套政策研究,陈云,2017
75,管理学,陕西师范大学,规划基金项目,中国企业创造力领导行为研究：结构、机理和多层次分析,郭桂梅,2017
76,管理学,四川大学,规划基金项目,分享经济时代社会距离对协同消费的影响及促进机制研究,黄璐,2017
77,管理学,四川师范大学,规划基金项目,基于粗糙集理论的严格双边匹配决策方法研究及其应用,高慧,2017
78,管理学,四川师范大学,规划基金项目,“一带一路”背景下的海外派遣员工的心理授权与绩效研究,胡艳,2017
79,管理学,西北工业大学,规划基金项目,新常态下利益相关者压力对绿色供应链整合的影响机理研究,冯泰文,2017
80,管理学,长安大学,青年基金项目,基于协同原理的项目群构建标准、实施模式与动态优化研究,白礼彪,2017
81,管理学,长江师范学院,青年基金项目,武陵山连片特困区农村土地“三权分置”中农民风险识别及防范机制研究,张晓梅,2017
82,管理学,广西大学,青年基金项目,公平偏好视角下供应链纵向联合创新问题研究,刘会民,2017
83,管理学,贵州财经大学,青年基金项目,多层次导向的谦卑型领导对研发团队及其员工跨界行为的影响机制研究,邓志华,2017
84,管理学,兰州大学,青年基金项目,西北城市空气污染治理模式研究,曹凌燕,2017
85,管理学,四川师范大学,青年基金项目,基于视觉注意特性的煤矿特种作业人员作业行为模型及应用研究,李国辉,2017
86,管理学,西安工业大学,青年基金项目,网络闭合、关系嵌入、知识异质的交互效应对创业企业成长绩效的影响研究,王育晓,2017
87,管理学,西安交通大学,青年基金项目,面向策略消费者的供应链全系统牛鞭效应及协调研究,马云高,2017
88,管理学,西北大学,青年基金项目,连锁董事对社会责任自愿披露行为扩散及其绩效的影响研究,潘颖,2017
89,管理学,西北农林科技大学,青年基金项目,轻资产生鲜O2O模式下的终端库存控制策略和协调机制研究,李政道,2017
90,管理学,西南交通大学,青年基金项目,基于IAT实验方法的政府信任测量与影响机制研究,王思琦,2017
91,政治学,楚雄师范学院,规划基金项目,西南地区边境村落社会变迁与治理转型研究,邹荣,2017
92,政治学,四川大学,规划基金项目,美国文化外交中的政府角色研究,杨光,2017
93,法学,西南大学,规划基金项目,民事诉讼当事人具体化义务研究,黄毅,2017
94,法学,安顺学院,青年基金项目,环境保护税征管实施问题探究——兼评《环境保护税法》,肖仕刚,2017
95,法学,重庆大学,青年基金项目,移动互联网环境下的作品法定许可制度研究,曹博,2017
96,法学,内蒙古大学,青年基金项目,新信息技术下个人信息刑事法保护研究,马改然,2017
97,法学,西南政法大学,青年基金项目,网络恐怖主义犯罪的发展趋势、传播规律及防控对策实证研究,李涛,2017
98,社会学,西安交通大学,青年基金项目,当代中国居民的主观生活感受研究：影响机制与变迁趋势,郭小弦,2017
99,社会学,西北大学,青年基金项目,社会工作视域下秦巴山区精准扶贫绩效提升研究,冯溪,2017
100,社会学,西北农林科技大学,青年基金项目,精准扶贫背景下康藏地区农牧民贫困致贫机理及减贫机制研究,王蒙,2017
101,社会学,西南交通大学,青年基金项目,我国育龄人口二孩生育意愿及其社会政策支持研究：基于工作-生活平衡的视角,颜学勇,2017
102,民族学与文化学,长江师范学院,规划基金项目,生态文明视野下乌江流域民族地区人地关系研究,田华银,2017
103,民族学与文化学,楚雄师范学院,规划基金项目,西南少数民族纠纷解决机制的法治化研究,苏斐然,2017
104,民族学与文化学,曲靖师范学院,规划基金项目,明清时期云贵地区女土司社会角色研究,沈乾芳,2017
105,民族学与文化学,玉溪师范学院,规划基金项目,滇中少数民族杂居区灾害记忆及当代启示研究,叶宏,2017
106,民族学与文化学,北方民族大学,青年基金项目,宁夏生态移民村落回汉民族关系演进机制与重构策略研究,聂君,2017
107,民族学与文化学,贵州师范大学,青年基金项目,苗族贾理文献挖掘、整理与研究,王永伦,2017
108,民族学与文化学,陕西师范大学,青年基金项目,西夏王朝正统性的政治塑造研究,陈玮,2017
109,民族学与文化学,西南交通大学,青年基金项目,“一带一路”背景下我国跨境民族语言使用与国家认同研究,王浩宇,2017
110,民族学与文化学,西南民族大学,青年基金项目,汉藏教理院与民国汉藏文化交流研究,李仲良,2017
111,新闻学与传播学,西北大学,规划基金项目,乡村传播对扶贫工作影响研究——基于田门村的调查分析,岳芃,2017
112,新闻学与传播学,长安大学,青年基金项目,突围与重构：我国原创电视文化节目发展现状、问题及对策研究,崔慎之,2017
113,新闻学与传播学,重庆师范大学,青年基金项目,社交媒体舆论传播的心理机制及政府舆论引导研究,杨颖,2017
114,新闻学与传播学,吉首大学,青年基金项目,新媒体环境下的社会潜舆论风险治理研究,何永华,2017
115,新闻学与传播学,西安外国语大学,青年基金项目,中国新闻志书研究,赵战花,2017
116,图书馆、情报与文献学,兰州财经大学,规划基金项目,基于大数据的智慧图书馆构建与智慧服务模式研究,陈臣,2017
117,图书馆、情报与文献学,云南大学,规划基金项目,云南少数民族濒危语言档案化建设与开发研究,陈子丹,2017
118,图书馆、情报与文献学,长安大学,青年基金项目,引文分析中引入“极性”概念的实证研究,尹莉,2017
119,图书馆、情报与文献学,楚雄师范学院,青年基金项目,精准扶贫视角下西南彝区贫困县图书馆儿童低成本阅读推广实践研究,刘湘萍,2017
120,图书馆、情报与文献学,云南大学,青年基金项目,文化遗产传承视野下西部少数民族口述档案资源建设研究,张志东,2017
121,教育学,重庆第二师范学院,规划基金项目,乡村儿童社会教化六十年嬗变（1949—2009）——西南五省区的教育人类学考察,于志涛,2017
122,教育学,重庆交通大学,规划基金项目,面向“一带一路”的交通土建国家化工程人才培养模式研究,杨林,2017
123,教育学,重庆师范大学,规划基金项目,分类管理框架下非营利性民办学校内部控制规范研究,刘建银,2017
124,教育学,贵州师范大学,规划基金项目,中国留美大学生国家认同研究,马文琴,2017
125,教育学,贵州师范大学,规划基金项目,西南民族地区乡村英语教育现状调查与研究,陶鲤华,2017
126,教育学,四川师范大学,规划基金项目,思维可视化视角下高中英语教学模式研究,郑鸿颖,2017
127,教育学,西南大学,规划基金项目,西南民族地区教育精准扶贫效果提升研究,余应鸿,2017
128,教育学,咸阳师范学院,规划基金项目,未来10年学龄人口变化对西北地区教育发展的影响与对策研究,张争光,2017
129,教育学,云南大学,规划基金项目,“一带一路”背景下周边国家孔子学院本土化发展研究,马勇,2017
130,教育学,重庆师范大学,青年基金项目,基于学生核心素养的教师课程能力发展研究,伍雪辉,2017
131,教育学,甘肃民族师范学院,青年基金项目,藏汉双语数学教师MPCK构建与发展研究,任利娟,2017
132,教育学,贵阳学院,青年基金项目,乡村教师的课程知识理解对教学方式的影响研究,张金运,2017
133,教育学,陕西师范大学,青年基金项目,义务教育均衡发展视角下的西北地区县域内校长交流轮岗机制研究,沈萍霞,2017
134,教育学,陕西师范大学,青年基金项目,U-S跨界合作中的知识共享机制研究,郭瑞迎,2017
135,教育学,四川师范大学,青年基金项目,从质量单元到质量体系：高职院校校内质量保障的困境突围,卢德生,2017
136,教育学,西安财经学院,青年基金项目,西部地区农业职业教育政府供给效率评价与优化路径研究----以陕西省为例,景琴玲,2017
137,教育学,西安电子科技大学,青年基金项目,教学研究型大学工科教师教学学术评价研究,李瑾,2017
138,教育学,西安工业大学,青年基金项目,大学生创新创业教育与专业教育融合研究:机理、路径与模式,兰小毅,2017
139,教育学,西南大学,青年基金项目,差异性需求导向下的区域职业教育质量差异化治理研究,徐小容,2017
140,教育学,云南民族大学,青年基金项目,慕课与翻转课堂：西南边疆省区高校课程创新的准备度及导入策略研究,秦超,2017
141,心理学,宝鸡文理学院,青年基金项目,语义提示、行为期待和动作情境对儿童危险动作激活的影响,赵亮,2017
142,心理学,长安大学,青年基金项目,目标失败情境下自主和受控动机对青少年内隐自杀意念的影响机制,张石磊,2017
143,心理学,重庆师范大学,青年基金项目,学龄前ADHD工作记忆训练干预效果及神经机制研究,余雪,2017
144,心理学,重庆师范大学,青年基金项目,对动机相关正性刺激的注意偏向及其成分和自主神经机制,刘亚,2017
145,心理学,重庆文理学院,青年基金项目,正念冥想促进青少年道德认同的干预研究,肖前国,2017
146,心理学,内江师范学院,青年基金项目,敬畏情绪对个体社会决策行为的影响研究,罗利,2017
147,心理学,陕西师范大学,青年基金项目,汉语发展性阅读障碍的脑结构偏侧化缺陷及其遗传基础,赵晶晶,2017
148,心理学,陕西师范大学,青年基金项目,创造力与情感障碍易感性关联的认知神经机制,李亚丹,2017
149,心理学,陕西师范大学,青年基金项目,大学毕业生从学校向工作过渡的追踪研究：基于职业使命取向的视角,张春雨,2017
150,心理学,西安交通大学,青年基金项目,文化混搭与道德相对主义,韩婷婷,2017
151,心理学,西南民族大学,青年基金项目,家支自我对彝族大学生创业挫折的抵御作用研究,王晓刚,2017
152,体育科学,重庆师范大学,规划基金项目,提升留守儿童社会适应能力的运动干预方案开发与实证研究,史海燕,2017
153,体育科学,四川师范大学,规划基金项目,小学阶段儿童发展性协调障碍的运动干预方案设计与应用研究,陈广勇,2017
154,体育科学,西安交通大学,规划基金项目,理论根基与实现路径：加强我国职业体育立法建设的法治保障,贺京周,2017
155,体育科学,陕西科技大学,青年基金项目,大中小学体育教学目标一体化衔接培养模式研究,孙云,2017
156,体育科学,西北农林科技大学,青年基金项目,国际比较视角下我国职业拳击赛事运作模式的创新研究,王海峰,2017
157,国际问题研究,钦州学院,规划基金项目,我国对南海四国投资的国家风险传染机理研究,朱念,2017
158,国际问题研究,西安外国语大学,规划基金项目,比较地区主义视角下中亚一体化及“丝绸之路经济带”作用研究,王志,2017
159,国际问题研究,云南大学,青年基金项目,东盟域内非法移民治理研究,陈松涛,2017
160,交叉学科/综合研究,成都理工大学,青年基金项目,南方丝绸之路（四川段）历史路径变迁过程的虚拟重建,阚瑷珂,2017
161,交叉学科/综合研究,西安科技大学,青年基金项目,宋代先贤祭祀与先贤书写研究,熊艳娥,2017
162,交叉学科/综合研究,西南交通大学,青年基金项目,基于时频分析的非常规突发事件对金融市场联动关系影响研究,王璐,2017
