序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
48,中国特色社会主义理论体系研究,北方工业大学,专项任务项目,中国特色社会主义宣传教育的人民主体性研究,何海兵,2014
49,中国特色社会主义理论体系研究,西安电子科技大学,专项任务项目,互联网时代条件下的社会主义意识形态建设研究,高宇璇,2014
50,中国特色社会主义理论体系研究,西华大学,专项任务项目,互联网时代的“慕课”选择与我国社会主义意识形态建设研究,封德平,2014
51,中国特色社会主义理论体系研究,北京信息科技大学,专项任务项目,马克思经济学与西方经济学比较视域下的社会主义意识形态建设研究,赵雅沁,2014
52,中国特色社会主义理论体系研究,西安理工大学,专项任务项目,用社会主义核心价值体系引领社会思潮研究,周瑛,2014
53,中国特色社会主义理论体系研究,浙江工业大学,专项任务项目,第二课堂视域下的90后大学生社会主义核心价值观培育与践行研究,金晓明,2014
54,中国特色社会主义理论体系研究,温州大学,专项任务项目,社会主义核心价值观视野下公民网络素养培育研究,赵崇峰,2014
55,中国特色社会主义理论体系研究,浙江科技学院,专项任务项目,把中国梦宣传教育融入留学生汉语教学之研究,俞燕君,2014
56,中国特色社会主义理论体系研究,北京联合大学,专项任务项目,NGO对我国大学生志愿者的影响研究,贾方,2014
57,中国特色社会主义理论体系研究,北京物资学院,专项任务项目,中国梦与坚定理想信念研究——推进中国梦进教材进课堂进头脑机制及路径研究,陶琳,2014
58,中国特色社会主义理论体系研究,景德镇陶瓷学院,专项任务项目,基于思想政治教育文化载体培育践行社会主义核心价值观研究,朱景林,2014
59,中国特色社会主义理论体系研究,复旦大学,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承两弹一星精神,高晓林,2014
60,中国特色社会主义理论体系研究,嘉兴学院,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承北大荒精神,吕延勤,2014
61,中国特色社会主义理论体系研究,湘潭大学,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承雷锋精神,李佑新,2014
62,中国特色社会主义理论体系研究,井冈山大学,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承大庆精神,肖发生,2014
63,中国特色社会主义理论体系研究,赣南师范学院,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承焦裕禄精神,张文标,2014
64,中国特色社会主义理论体系研究,遵义师范学院,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承红旗渠精神,张勇,2014
65,中国特色社会主义理论体系研究,延安大学,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承抗美援朝精神,谭虎娃,2014
66,中国特色社会主义理论体系研究,河北师范大学,专项任务项目,中国梦与坚定理想信念研究——弘扬与传承兵团精神,安巧珍,2014
