序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
65,中国特色社会主义理论体系研究,陕西师范大学,专项任务项目,巩固马克思主义在高校意识形态领域指导地位有效路径研究,宋吉玲,2017
66,中国特色社会主义理论体系研究,上海工程技术大学,专项任务项目,软实力视域下中华优秀传统文化的国际传播战略研究,王前锋,2017
67,中国特色社会主义理论体系研究,上海工程技术大学,专项任务项目,社会主义核心价值观引领下大学生社会责任感培育路径研究,杨晓华,2017
68,中国特色社会主义理论体系研究,上海海事大学,专项任务项目,习近平海洋战略思想研究,谢茜,2017
69,中国特色社会主义理论体系研究,深圳大学,专项任务项目,中国共产党探索科技创新道路的历程与基本经验研究,杜磊,2017
70,中国特色社会主义理论体系研究,塔里木大学,专项任务项目,南疆少数民族大学生创业意识调查研究,杨宝仁,2017
71,中国特色社会主义理论体系研究,太原理工大学,专项任务项目,山西红色文化与思想政治理论课实践教学,肖爱丽,2017
72,中国特色社会主义理论体系研究,天津科技大学,专项任务项目,习近平关于党史、国史的重要论述研究,张笑龙,2017
73,中国特色社会主义理论体系研究,天津商业大学,专项任务项目,马克思人本质理论的思想嬗变历程研究,高瑞华,2017
74,中国特色社会主义理论体系研究,天津商业大学,专项任务项目,儒家优秀传统文化融入大学生社会主义核心价值观培育研究,王丽君,2017
75,中国特色社会主义理论体系研究,天津音乐学院,专项任务项目,美育视域下艺术院校思想政治工作规律研究,王铁柱,2017
76,中国特色社会主义理论体系研究,皖南医学院,专项任务项目,新媒体传播方法在高校思政教育工作中的运用研究,敖成兵,2017
77,中国特色社会主义理论体系研究,武昌首义学院,专项任务项目,高校社会主义核心价值观教育的地域化研究,张瑾,2017
78,中国特色社会主义理论体系研究,武汉大学,专项任务项目,绿色发展理念下环境合作治理机制研究,任艳,2017
79,中国特色社会主义理论体系研究,武汉华夏理工学院,专项任务项目,习近平政治生态思想逻辑结构及其基本特征研究,杜伦芳,2017
80,中国特色社会主义理论体系研究,武汉理工大学,专项任务项目,毛泽东马克思主义大众化思想及其当代价值,武月琴,2017
81,中国特色社会主义理论体系研究,西安建筑科技大学,专项任务项目,革命文化对文化自信的滋养及现代性生长理路研究,贺艳芬,2017
82,中国特色社会主义理论体系研究,西安建筑科技大学,专项任务项目,大学生增强“四个自信”的路径研究,孙坤明,2017
83,中国特色社会主义理论体系研究,西安交通大学,专项任务项目,当前社会思潮对我国高校师生的影响研究,王宇颖,2017
84,中国特色社会主义理论体系研究,西华大学,专项任务项目,网络思想政治教育工作的客观规律研究,万志昂,2017
85,中国特色社会主义理论体系研究,西南政法大学,专项任务项目,大数据视域下高校精准资助模式建构研究,罗丽琳,2017
86,中国特色社会主义理论体系研究,忻州师范学院,专项任务项目,高校马克思主义意识形态教育：挑战与应对,王引兰,2017
87,中国特色社会主义理论体系研究,信阳师范学院,专项任务项目,改革开放以来共享发展思想的历史演进及启示研究,朱进芳,2017
88,中国特色社会主义理论体系研究,信阳职业技术学院,专项任务项目,红色基因传承与增强大学生文化自信研究,丁一桓,2017
89,中国特色社会主义理论体系研究,徐州工程学院,专项任务项目,大学生法治文化教育的政治认同导向研究,张格军,2017
90,中国特色社会主义理论体系研究,徐州工程学院,专项任务项目,推进大学生个人层面社会主义核心价值观认同研究,王惠英,2017
91,中国特色社会主义理论体系研究,宜春学院,专项任务项目,中央苏区时期红色报刊与马克思主义大众化研究,代祥,2017
92,中国特色社会主义理论体系研究,郑州航空工业管理学院,专项任务项目,弘扬中华优秀传统文化与增强国家文化软实力研究,刘凯亚,2017
93,中国特色社会主义理论体系研究,中国矿业大学,专项任务项目,中国特色社会主义文化自信研究,李金齐,2017
94,中国特色社会主义理论体系研究,中国农业大学,专项任务项目,习近平乡村治理理论与实践研究,张玲玲,2017
95,中国特色社会主义理论体系研究,中国青年政治学院,专项任务项目,习近平青年观研究,张树辉,2017
96,中国特色社会主义理论体系研究,中国人民公安大学,专项任务项目,全媒体视域下高校红色文化传播的困境与对策研究,王佩连,2017
97,中国特色社会主义理论体系研究,中国石油大学（北京）,专项任务项目,微域网络思政教育探索与实践,杨东杰,2017
98,中国特色社会主义理论体系研究,中山职业技术学院,专项任务项目,敬业价值观引领高职学生社会责任感培育研究,匡和平,2017
99,中国特色社会主义理论体系研究,中央财经大学,专项任务项目,国家与社会关系视角下的当代中国民生建设研究,杨向鹏,2017
100,中国特色社会主义理论体系研究,仲恺农业工程学院,专项任务项目,十八大以来党的政治话语构建与马克思主义大众化研究,张齐学,2017
