序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
34,法学,中国政法大学,规划基金项目,司法鉴定服务合同研究,刘鑫,2014
35,法学,中国政法大学,规划基金项目,新中国婚姻家庭法的历史与理论研究,金眉,2014
36,法学,安徽财经大学,青年基金项目,雾霾治理视角下的能源效率监管法律制度研究,邵道萍,2014
37,法学,安徽财经大学,青年基金项目,农村集体经济组织成员权的体系构建及其实现机制研究,赵新龙,2014
38,法学,北京警察学院,青年基金项目,量刑失衡：存在、归因与克服,蔡曦蕾,2014
39,法学,北京师范大学,青年基金项目,网络链接行为的刑法规制,刘科,2014
40,法学,北京外国语大学,青年基金项目,警察暂时性人身限制权的体系和合理规制,郑曦,2014
41,法学,大连大学,青年基金项目,我国银行存款保险立法问题研究,李卉,2014
42,法学,大连海事大学,青年基金项目,环境风险类群体性事件及其治理,张婧飞,2014
43,法学,大连理工大学,青年基金项目,区域治理多元规范结构之优化研究,陈光,2014
44,法学,电子科技大学,青年基金项目,民事检察监督制度实施效果评估与优化路径研究,史溢帆,2014
45,法学,东南大学,青年基金项目,行政处罚中的有责性问题研究,熊樟林,2014
46,法学,福建师范大学,青年基金项目,危难救助义务及救助人权益保障研究,郑丽清,2014
47,法学,广东海洋大学,青年基金项目,我国专属经济区渔业资源养护的法律问题研究,张艾妮,2014
48,法学,广东技术师范学院,青年基金项目,中国粮食安全法律制度研究,曾晓昀,2014
49,法学,杭州师范大学,青年基金项目,我国法官豁免权现状与制度建构的实证研究,陈雅丽,2014
50,法学,杭州师范大学,青年基金项目,测谎的技术原理及其司法应用研究,邵劭,2014
51,法学,河北大学,青年基金项目,环境犯罪的治理模式研究——以河北省的司法实践为样本,丁玉玲,2014
52,法学,湖北经济学院,青年基金项目,科学与法律融合下的环境健康监管研究——以铅污染为例,杨珂玲,2014
53,法学,华东师范大学,青年基金项目,商标诉讼中消费者调查证据研究,湛茜,2014
54,法学,华东政法大学,青年基金项目,基本医疗保险制度与基本药物制度的衔接研究,谭金可,2014
55,法学,华东政法大学,青年基金项目,中国民事诉讼法制现代化问题研究,邓继好,2014
56,法学,华东政法大学,青年基金项目,精神疾病司法鉴定争议化解机制实证研究：以S省为例,陈邦达,2014
57,法学,华东政法大学,青年基金项目,大学基金会投资行为的法律规制,张敏,2014
58,法学,华南理工大学,青年基金项目,自媒体时代社会整合问题的系统论研究,陈征楠,2014
59,法学,华南师范大学,青年基金项目,作为基本权利的居住权研究,廖丹,2014
60,法学,吉首大学,青年基金项目,政府性基金的法律规制研究,田开友,2014
61,法学,嘉兴学院,青年基金项目,农地转用增值收益分配视角下的人地挂钩政策研究,杨永磊,2014
62,法学,江苏大学,青年基金项目,新型城镇化视域下城乡基本公共服务均等化法律保障机制研究,丁金彦,2014
63,法学,江苏警官学院,青年基金项目,法律信仰的神话：美国法律工具主义研究,焦海博,2014
64,法学,江苏科技大学,青年基金项目,近代中国城市管理法制研究——以上海、南京为中心,赵勇,2014
65,法学,江苏科技大学,青年基金项目,身体宪法学研究,汪祥胜,2014
66,法学,昆明理工大学,青年基金项目,协商民主视野下现代农业发展中的自然资源利用与保护机制研究,罗薇,2014
67,法学,南昌大学,青年基金项目,政党国家与德国基本法国家权力配置机制,程迈,2014
68,法学,南京审计学院,青年基金项目,互联网金融法律规制研究,王艳丽,2014
69,法学,南京中医药大学,青年基金项目,中医药技术秘密保护制度研究,王艳翚,2014
70,法学,山东大学,青年基金项目,司法民主的法律修辞学进路研究,武飞,2014
71,法学,山东大学,青年基金项目,民营银行：发展障碍、经营风险与法律制度克服——以民营银行开闸为时代背景,马一,2014
72,法学,山东工商学院,青年基金项目,硬法规制与软法调制：自动交易民事法律问题研究——以意思表示自动化为中心,姜沣格,2014
73,法学,山东理工大学,青年基金项目,国有企业类型化改革与监管的法律体系重构,封延会,2014
74,法学,山东政法学院,青年基金项目,中国环境邻避运动的法律规制研究,王惠,2014
75,法学,山东政法学院,青年基金项目,秦汉法律术语与立法技术,支强,2014
76,法学,山东政法学院,青年基金项目,社会治理创新的反思法模式——以反思环境法为例,丁延龄,2014
77,法学,上海财经大学,青年基金项目,上海自贸区投资促进与保护法律制度研究,商舒,2014
78,法学,上海大学,青年基金项目,社交网络人格权的法律保护,岳林,2014
79,法学,上海交通大学,青年基金项目,中国（上海）自由贸易试验区税收政策法治化评估,李俊明,2014
80,法学,沈阳师范大学,青年基金项目,道路通行权研究,方芳,2014
81,法学,四川大学,青年基金项目,情节加重犯适用研究,胡东飞,2014
82,法学,四川大学,青年基金项目,印度国际私法研究,王晓媛,2014
83,法学,四川警察学院,青年基金项目,权利保障视野下的违法信息行政公告研究,禹竹蕊,2014
84,法学,四川民族学院,青年基金项目,刑事习惯、刑事政策与藏区刑法适用互动关系研究,胡选洪,2014
85,法学,苏州大学,青年基金项目,企业劳动规章制度研究,丁建安,2014
86,法学,苏州大学,青年基金项目,时间视野下的法律价值体系研究,熊赖虎,2014
87,法学,天津科技大学,青年基金项目,政府信息公开例外规则的司法审查,董妍,2014
88,法学,天津科技大学,青年基金项目,可追溯背景下食品侵权救济制度研究,蔡辉,2014
89,法学,天津师范大学,青年基金项目,食品安全私营标准法律规制问题研究,于连超,2014
90,法学,同济大学,青年基金项目,中美信息技术产业专利危机及专利制度优化比较研究,张韬略,2014
91,法学,温州大学,青年基金项目,教育惩戒立法研究,易招娣,2014
92,法学,温州大学,青年基金项目,高校学位授予权研究,周慧蕾,2014
93,法学,温州大学,青年基金项目,违法所得没收特别程序实施问题研究,谢丽珍,2014
94,法学,武汉大学,青年基金项目,污染土壤修复法律制度研究,刘静,2014
95,法学,武汉大学,青年基金项目,保险交易中信息不对称的法律规制研究——以保险消费者保护为中心,武亦文,2014
96,法学,武汉大学,青年基金项目,学术自由权利及其宪法保障研究,胡甲刚,2014
97,法学,西安建筑科技大学,青年基金项目,基于地方政府实践的保障性住房分配法律机制创新研究,刘颖,2014
98,法学,西安理工大学,青年基金项目,第三人撤销之诉研究,张丽丽,2014
99,法学,西南财经大学,青年基金项目,我国公益组织的法律规制与治理转型——法律的限度与声誉的张力,王方,2014
100,法学,西南政法大学,青年基金项目,海洋强国战略下中国海上通道安全法律问题研究,张芷凡,2014
101,法学,厦门大学,青年基金项目,司法公正之行为实验研究,吴旭阳,2014
102,法学,扬州大学,青年基金项目,不可量物排放的私法调整,李云波,2014
103,法学,伊犁师范学院,青年基金项目,新疆穆斯林司法文化传统及其对当代社会影响的研究,程静,2014
104,法学,浙江财经大学,青年基金项目,共犯体系与共犯立法研究,张伟,2014
105,法学,浙江财经大学,青年基金项目,动产担保制度一元化研究,金文静,2014
106,法学,浙江大学城市学院,青年基金项目,市场化视野下证券发行“注册制”改革研究：基于实质审查的分析视角,李海龙,2014
107,法学,浙江大学宁波理工学院,青年基金项目,论知识产权诉讼中的证据收集与保全,崔起凡,2014
108,法学,浙江工商大学,青年基金项目,宪法私有财产权边界的二元构造及其保障机制研究,王蕾,2014
109,法学,浙江工业大学,青年基金项目,上海自贸区金融消费纠纷多元解决机制的构建,刘天姿,2014
110,法学,浙江工业大学,青年基金项目,刑事程序性上诉的模式选择与制度建构,杨杰辉,2014
111,法学,浙江警官职业学院,青年基金项目,行政命令型式化的实证与理论研究,胡晓军,2014
112,法学,中国矿业大学,青年基金项目,基于市场机制的安全生产法律问题研究,汤道路,2014
113,法学,中国农业大学,青年基金项目,国际法框架下转基因产业可持续发展研究,周超,2014
114,法学,中国青年政治学院,青年基金项目,两岸四地合同法区域整合之困境及对策研究,金晶,2014
115,法学,中国人民大学,青年基金项目,指导性案例规则确定的理论及实证研究,邓矜婷,2014
116,法学,中南财经政法大学,青年基金项目,社会道德困境的宪法回应与宪法实施问题研究,秦小建,2014
117,法学,中南财经政法大学,青年基金项目,认知科学视野下的侦查错案研究,杨立云,2014
118,法学,中南财经政法大学,青年基金项目,我国民族地区暴力性恐怖犯罪危害和对策研究,张敬,2014
119,法学,中南民族大学,青年基金项目,行政诉讼司法审查时机研究,余涛,2014
120,法学,中山大学,青年基金项目,生态损害赔偿制度研究,王欢欢,2014
121,法学,中原工学院,青年基金项目,反不正当竞争法视域下的商誉保护研究,李国庆,2014
122,港澳台问题研究,上海财经大学,规划基金项目,“惠台政策”的政治成效研究,耿曙,2014
123,港澳台问题研究,深圳大学,规划基金项目,“双普选”对香港特区政府治理能力的影响与对策研究,汪永成,2014
124,港澳台问题研究,中山大学,青年基金项目,“他者”在建立国家认同感中的作用：香港与内地青年对亚太国家认知比较分析,庞琴,2014
125,管理学,安徽财经大学,规划基金项目,网店三方信号组合对消费者览购行为的影响,宋思根,2014
126,管理学,安徽大学,规划基金项目,股权激励在企业资本配置中的作用机理与效果研究,杨棉之,2014
127,管理学,北京航空航天大学,规划基金项目,中国互联网企业生态圈战略转型：组织双元能力视角,欧阳桃花,2014
128,管理学,北京化工大学,规划基金项目,英国贫困治理政策的演变及对当代中国反贫困的启示研究,刘杰,2014
129,管理学,北京交通大学,规划基金项目,新媒体下高校出版物（含连续出版物）推广和营销的研究,贾慧娟,2014
130,管理学,北京理工大学,规划基金项目,动态模糊环境下应急预案评价研究,鞠彦兵,2014
131,管理学,北京师范大学,规划基金项目,新型城镇化背景下闲置土地生成机制与治理研究,王宏新,2014
132,管理学,常熟理工学院,规划基金项目,企业并购中DCF价值评估方法优化研究,刘洪久,2014
133,管理学,常州大学,规划基金项目,中国组织情境下创业型领导研究：结构、测量及其对新创企业成长的作用机制,陈奎庆,2014
134,管理学,大连理工大学,规划基金项目,基于在线评论的网络消费者群体行为机理及预测,那日萨,2014
135,管理学,大连理工大学,规划基金项目,面向服务转型的制造企业知识演化研究,冯长利,2014
136,管理学,大连理工大学,规划基金项目,高校学术期刊发展战略研究,吕志军,2014
137,管理学,东南大学,规划基金项目,风险投资联合的动因及经济后果：理论分析与实证研究,吴斌,2014
138,管理学,对外经济贸易大学,规划基金项目,上市公司参与影子银行业务的动机、后果与监管政策研究,郑建明,2014
139,管理学,对外经济贸易大学,规划基金项目,社会资本、企业能力与企业国际化绩效：CEO特征的调节机制,刘传志,2014
140,管理学,对外经济贸易大学,规划基金项目,环境不确定性、组织冗余与企业生存：资源依赖理论的视角,王分棉,2014
141,管理学,广东财经大学,规划基金项目,土地准征收与补偿的原理、标准与政策研究：土地发展权视角,张鹏,2014
142,管理学,广东工业大学,规划基金项目,农村低效建设用地二次开发的关键技术研究,唐晓莲,2014
143,管理学,广东工业大学,规划基金项目,创业团队构成特征对新企业创业导向影响的跨层次动态研究,晋琳琳,2014
144,管理学,广东培正学院,规划基金项目,二元制度环境、制度能力对国际创业绩效的动态影响机制研究,张韵君,2014
145,管理学,广州大学,规划基金项目,围填海对海岸带生态效益影响评估,杨木壮,2014
146,管理学,哈尔滨工程大学,规划基金项目,产学研合作创新网络演化研究,曹霞,2014
147,管理学,合肥工业大学,规划基金项目,基于平衡计分卡的政务服务中心整体服务绩效评估实证研究,寿志勤,2014
148,管理学,合肥工业大学,规划基金项目,面向云计算的金融信息服务运行机制构建,孙超平,2014
149,管理学,合肥工业大学,规划基金项目,面向互联网大数据的舆论领袖话语影响力评估和治理方法研究,何建民,2014
150,管理学,河海大学,规划基金项目,跨流域调水工程水源区生态农业与生态旅游业耦合机理研究：以南水北调中线工程为例,王世军,2014
151,管理学,河南工程学院,规划基金项目,高等学校组织支持感和组织认同感与教师创新行为关系研究,高顺成,2014
152,管理学,河南农业大学,规划基金项目,基于生态服务供给的农业生态补偿政策研究——以农户的政策接受意愿为视角,刘向华,2014
153,管理学,湖北工业大学,规划基金项目,面向需求的农村电子政务市场化建设研究,夏露,2014
154,管理学,湖北汽车工业学院,规划基金项目,面向机械制造业的单件复杂产品逆向调度理论与方法研究,杨立君,2014
155,管理学,湖南大学,规划基金项目,价值与动量混合策略DEA多期限资产组合优选及效率评价,杨宏林,2014
156,管理学,湖南科技大学,规划基金项目,基于产品环境足迹评价的我国绿色供应链推进机制研究,罗文兵,2014
157,管理学,华东政法大学,规划基金项目,工人心理契约违背视角下群体性劳资冲突事件的形成机理研究,白艳莉,2014
158,管理学,华东政法大学,规划基金项目,我国并购后企业能力基因重组研究,朱莺,2014
159,管理学,华南理工大学,规划基金项目,我国上市公司可转债的信息传递与治理效应研究,肖万,2014
160,管理学,华南理工大学,规划基金项目,科研项目执行中合作困境及治理,许治,2014
161,管理学,华南理工大学,规划基金项目,在多专家评价中达成共识意见的过程方法研究,杨雷,2014
162,管理学,华南理工大学,规划基金项目,工作现场的劳动关系氛围与工会承诺跨层次研究,李敏,2014
163,管理学,华南师范大学,规划基金项目,价值导向的供应链社会责任整合治理机制研究,李金华,2014
164,管理学,华中科技大学,规划基金项目,网络平台企业间的竞合博弈及协作机制研究,张千帆,2014
165,管理学,吉林大学,规划基金项目,公允价值分层披露的经济后果研究,毛志宏,2014
166,管理学,暨南大学,规划基金项目,基于互动导向的网络初始信任形成机理：顾客-顾客互动趋同、企业-顾客互动感知,周宏,2014
167,管理学,暨南大学,规划基金项目,生态安全视角下：湿地景区开发涉入、游憩冲击、社区冲突及其调控机制研究,梁明珠,2014
168,管理学,嘉兴学院,规划基金项目,中小企业集群融资与供应链金融对接：运作模式创新、协同收益分配及契约风险控制,王筱萍,2014
169,管理学,江苏理工学院,规划基金项目,反馈对员工创造力的影响：心理资本的调节效应,赵步同,2014
170,管理学,九江学院,规划基金项目,金融市场化、金融支持与战略性新兴产业投资效率研究,刘广瑞,2014
171,管理学,辽宁师范大学,规划基金项目,基于RS和GIS的城市雾霾时空变化模拟及其与汽车保有量关系的对比研究,卫亚星,2014
172,管理学,南京财经大学,规划基金项目,高管团队经验对企业战略突变的影响机制及其效应：组织微观能力演变视角的研究,杨林,2014
173,管理学,南京财经大学,规划基金项目,我国食品安全风险管理与保险保障机制研究,孙树垒,2014
174,管理学,南京航空航天大学,规划基金项目,泛长江三角洲区域碳效率度量方法及其应用研究,马珩,2014
175,管理学,南京航空航天大学,规划基金项目,老龄化背景下社会养老保险可持续发展的金融服务研究,赵湘莲,2014
176,管理学,南京审计学院,规划基金项目,基于长三角都市圈劳动力空间分布演化的精益城市就业集成研究,谢茂拾,2014
177,管理学,南京审计学院,规划基金项目,领导干部环境责任审计评价体系及问责机制研究,马志娟,2014
178,管理学,南京邮电大学,规划基金项目,物联网协同创新发展的技术路径研究——以江苏为例,张志华,2014
179,管理学,清华大学,规划基金项目,控制权理论：中国企业绩效差异的经验性解释,王安富,2014
180,管理学,山东财经大学,规划基金项目,随机保险风险模型的构建与最优控制问题研究,于文广,2014
181,管理学,山东大学,规划基金项目,制造业研发采购的质量控制模型及关键技术研究,温德成,2014
182,管理学,山东工商学院,规划基金项目,区域循环经济系统网络性风险的扩散、传导与控制机制研究,王发明,2014
183,管理学,山东建筑大学,规划基金项目,大数据背景下中小城市农村转移人口住房需求预测与保障研究,邓晓红,2014
184,管理学,山东科技大学,规划基金项目,初始碳排放权的拍卖谈判机制研究,丁黎黎,2014
185,管理学,山西财经大学,规划基金项目,基于利益相关者的五台山景区旅游业碳排放与碳中和研究,程占红,2014
186,管理学,山西财经大学,规划基金项目,企业网络组织的风险及其治理研究,邱玉霞,2014
187,管理学,汕头大学,规划基金项目,上市公司属下子公司股利政策的信号效应研究,姚明安,2014
188,管理学,上海财经大学,规划基金项目,实质性合作还是象征性合作?—“影响策略”驱动与“制度环境”框定,高维和,2014
189,管理学,上海对外经贸大学,规划基金项目,保障性安居工程追踪问效审计创新、信息化建设及反腐败问题研究,王如燕,2014
190,管理学,上海交通大学,规划基金项目,损人还是利己？竞争对手新产品预告后的应对策略及效果研究,伍青生,2014
191,管理学,上海交通大学,规划基金项目,公共组织的情绪劳动研究：结构、过程及管理对策,吕晓俊,2014
192,管理学,上海师范大学,规划基金项目,家族企业女性接班人的社会资本特征及人力资源管理策略研究,李成彦,2014
193,管理学,四川大学,规划基金项目,如何提升基于位置广告的效果？——基于心理距离和解释水平的研究,李蔚,2014
194,管理学,天津财经大学,规划基金项目,高校协同创新中心的形成过程与治理机制研究,李小妹,2014
195,管理学,同济大学,规划基金项目,密集社区应急疏散中的自组织行为仿真与疏散系统的优度评价,王霞,2014
196,管理学,潍坊医学院,规划基金项目,基本药物制度背景下乡村医生队伍稳定性及发展策略研究,郑文贵,2014
197,管理学,无锡职业技术学院,规划基金项目,基于新型社交媒体的科研创新网络体系重构与实现机制研究,冯臻,2014
198,管理学,武汉纺织大学,规划基金项目,基于案例库构建的制造业跨国并购技术承接机理研究,胥朝阳,2014
199,管理学,武汉纺织大学,规划基金项目,非常规突发事件中临时团队结构特征对应急绩效的影响机制研究,吴建华,2014
200,管理学,西安电子科技大学,规划基金项目,基于长尾理论的科技型小微企业商业模式创新研究,王益锋,2014
201,管理学,西安交通大学,规划基金项目,政府职能转变背景下公共部门员工变革承诺的影响因素及作用机制研究,孟凡蓉,2014
202,管理学,西安理工大学,规划基金项目,知识型企业新-老CEO自主权的薪酬操纵效应比较研究,张长征,2014
203,管理学,西南交通大学,规划基金项目,人民币调运物流优化决策问题研究,李妍峰,2014
204,管理学,烟台大学,规划基金项目,驱动企业可持续发展的绿色智力资本构建问题研究,任俊义,2014
205,管理学,延边大学,规划基金项目,跨国公司内部的知识转移对企业绩效影响机制研究：基于海外子公司视角,李京勋,2014
206,管理学,云南财经大学,规划基金项目,公司信息披露的语言复杂性、信息含量与披露机制优化,陈昆玉,2014
207,管理学,浙江财经大学,规划基金项目,城镇化进程中农民工身份演变与工作投入研究,刘辉,2014
208,管理学,浙江工商大学,规划基金项目,车辆共享系统均衡优化问题机理、决策与实证研究,彭扬,2014
209,管理学,浙江工业大学,规划基金项目,包容型人才开发模式对员工创新绩效的影响:基于心理资本的中介作用,方阳春,2014
210,管理学,中国传媒大学,规划基金项目,新媒体公共文化服务合作治理研究,高慧军,2014
211,管理学,中国科学技术大学,规划基金项目,开放式创新环境下多主体协同创新管理机制研究,刘志迎,2014
212,管理学,中国矿业大学,规划基金项目,民营家族企业代际传承影响因素及传承制度研究,谢守祥,2014
213,管理学,中国农业大学,规划基金项目,鲜活农产品电子商务供应链管理研究,吕建军,2014
214,管理学,中国人民大学,规划基金项目,社会转型中基于网络信息的社会经济实时监测预警研究,许伟,2014
215,管理学,中南财经政法大学,规划基金项目,跨国公司社会责任异化现象及其经济后果研究,吴德军,2014
216,管理学,中南财经政法大学,规划基金项目,广义加性独立偏好下的多属性采购拍卖研究,姚升保,2014
217,管理学,中南民族大学,规划基金项目,软件服务外包企业突破全球价值链俘获型治理模式的路径研究,王梅源,2014
218,管理学,中南民族大学,规划基金项目,中国环境下参考群体对非伦理消费行为决策的影响研究,赵宝春,2014
219,管理学,中央财经大学,规划基金项目,我国商业银行信贷资产证券化道德风险管控研究,郭建鸾,2014
220,管理学,中央财经大学,规划基金项目,基于“中国情境”的供应链管理理论发展研究,刘晓红,2014
221,管理学,中原工学院,规划基金项目,资本结构、创新能力与企业绩效的动态交互效应研究--以中国高科技上市公司为例,杨楠,2014
222,管理学,重庆大学,规划基金项目,基于捆绑销售策略的两产品供应链运作研究,于辉,2014
223,管理学,重庆工商大学,规划基金项目,社会情感财富、网络战略与家族企业成长,杨良明,2014
224,管理学,重庆文理学院,规划基金项目,基于直觉模糊信息的多指标双边匹配决策方法研究及其应用,蒋先平,2014
225,管理学,安徽财经大学,青年基金项目,社会福利视角下区域节能措施优化研究,邢小军,2014
226,管理学,安徽财经大学,青年基金项目,知识观视角下内隐性创业机会识别与开发研究,杜晶晶,2014
227,管理学,安徽大学,青年基金项目,供需不对等情形下的环境绩效评价以及优化策略研究,罗艳,2014
228,管理学,安徽工业大学,青年基金项目,面向智慧城市的不确定情景下城市应急救援中心选址及路径优化研究,王付宇,2014
229,管理学,安徽工业大学,青年基金项目,农村社区养老公共服务有效供给研究,张增国,2014
230,管理学,安徽工业大学,青年基金项目,人口老龄化背景下社会养老保险隐性债务化解路径研究,卢成会,2014
231,管理学,安徽师范大学,青年基金项目,农地流转模式的绩效评估及提升对策研究,徐玉婷,2014
232,管理学,安徽师范大学,青年基金项目,农村宅基地有序退出机制研究,吴九兴,2014
233,管理学,北方工业大学,青年基金项目,内、外部利益相关者视角下的公司品牌研究：概念、维度和作用机制,杨一翁,2014
234,管理学,北京第二外国语学院,青年基金项目,家族企业终极股东的社会资本控制研究——基于组织惯例演化视角,郭斌,2014
235,管理学,北京第二外国语学院,青年基金项目,披露动机、策略与风险信息功能研究：基于风险预警与谋利工具视角,周婷婷,2014
236,管理学,北京工商大学,青年基金项目,油品升级成本分摊背景下的双合作博弈策略研究,孙红霞,2014
237,管理学,北京工商大学,青年基金项目,两栖理论视角下中国企业FDI均衡与公司价值关系研究,杨阳,2014
238,管理学,北京工业大学,青年基金项目,核型结构产业集群多网络建模及应用研究,付韬,2014
239,管理学,北京联合大学,青年基金项目,环境治理导向的我国城市生态预算模式和实现路径研究,张艳秋,2014
240,管理学,北京林业大学,青年基金项目,考虑产品质量抽检的随机MJSP嵌入式仿真与风险决策研究,樊坤,2014
241,管理学,北京师范大学,青年基金项目,我国大学社会捐赠筹资管理研究,李胜兰,2014
242,管理学,北京石油化工学院,青年基金项目,消费者对绿色酒店低碳计划的支付意愿及其影响因素研究——以北京市为例,谢婷,2014
243,管理学,北京印刷学院,青年基金项目,小微文化企业发展研究,余博,2014
244,管理学,长江大学,青年基金项目,上市公司社会责任治理机制及其对公司价值的影响研究,陈承,2014
245,管理学,长沙理工大学,青年基金项目,经济地理与社会网络视角下区域物流产业集群策略研究,李利华,2014
246,管理学,长沙理工大学,青年基金项目,基于经理人职业生涯关注的上市公司策略性信息披露研究,王颖,2014
247,管理学,成都理工大学,青年基金项目,产品伤害危机如何导致品牌污名化？——基于品牌关系视角的实证研究,杨洋,2014
248,管理学,成都理工大学,青年基金项目,双方信息不对称下的供应链赊销交易激励契约和风险控制,程红,2014
249,管理学,成都中医药大学,青年基金项目,沟通对认知差异性医患冲突的化解作用及实验研究,谢冬梅,2014
250,管理学,成都中医药大学,青年基金项目,医患关系质量驱动因素、机理及提升策略研究-门诊服务接触视角,段桂敏,2014
251,管理学,大连海事大学,青年基金项目,集装箱码头外部集卡预约的扰动规律及应对策略研究,李娜,2014
252,管理学,大连海事大学,青年基金项目,海陆丝绸之路战略实施背景下的我国集装箱综合运输系统优化研究,陈康,2014
253,管理学,大连理工大学,青年基金项目,基于逆优化的流程工业关键设备安全操作人岗匹配决策方法,张莉莉,2014
254,管理学,德州学院,青年基金项目,基于服务主导逻辑视角的虚拟品牌社区价值共创机理研究,李朝辉,2014
255,管理学,电子科技大学,青年基金项目,生物医药产业创新载体体系建设与示范研究,石忠国,2014
256,管理学,电子科技大学,青年基金项目,基于危机情境下负性情绪演变特性的情绪工作分析,曹欢,2014
257,管理学,东北财经大学,青年基金项目,辱虐管理与员工工作—家庭冲突：组织宽恕氛围与整合的中介作用,鞠蕾,2014
258,管理学,东北财经大学,青年基金项目,创业者资源对创业绩效的影响机理研究：机会开发能力与机会新颖性的作用,刘佳,2014
259,管理学,东北财经大学,青年基金项目,问题驱动的隐性知识获取方法与扩散机制研究,盖印,2014
260,管理学,东北财经大学,青年基金项目,基于BIM的建筑工业化住宅项目信息管理系统研究-以SI保障性住房为例,陈小波,2014
261,管理学,东华大学,青年基金项目,碳交易政策下闭环供应链协同运作机制研究,王晓锋,2014
262,管理学,东华理工大学,青年基金项目,赣南等原中央苏区农民工返乡创业的影响因素与政府扶持机制优化研究,邱卫林,2014
263,管理学,东华理工大学,青年基金项目,矿粮复合区耕地利用生态缓解机制研究--以江西省为例,李争,2014
264,管理学,东南大学,青年基金项目,品牌化视角下旅游地定位口号的沟通路径与评价标准研究,曲颖,2014
265,管理学,东南大学,青年基金项目,我国城乡居民大病保险：筹资机制、模型构建及其可持续性研究,张颖,2014
266,管理学,对外经济贸易大学,青年基金项目,适老性农业对新型城镇化进程中农民养老的社会保障功能研究——实验政策的方法,周娟,2014
267,管理学,福建工程学院,青年基金项目,跨组织信息系统运作模式与盈利模式的匹配机制研究,庄伟卿,2014
268,管理学,福州大学,青年基金项目,不确定性DEA-Malmquist指数理论及其应用研究,蓝以信,2014
269,管理学,福州大学,青年基金项目,面向非常规突发事件的应急供应链系统风险演变机理与控制策略研究,李翀,2014
270,管理学,福州大学,青年基金项目,中国上市公司经理人运气薪酬问题研究,邓晓岚,2014
271,管理学,广东财经大学,青年基金项目,社会互动视角的中国式顾客关系双驱动模型——来自中国转型经济下的经验证据,骆紫薇,2014
272,管理学,广东财经大学,青年基金项目,工作要求与工作资源对员工敬业度的作用：基于授权领导的跨层次研究,杨红明,2014
