序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
49,经济学,西北大学,规划基金项目,中国地区间贸易壁垒对企业自主创新影响的内在机理研究,刘瑞明,2013
50,经济学,西南石油大学,规划基金项目,我国劳动力迁移空间动态及其对区域经济发展的影响研究——基于城镇化与产业集聚的视角,李建平,2013
51,经济学,重庆大学,规划基金项目,国有股权在民营企业中的政治关联效果研究,宋增基,2013
52,经济学,四川大学,青年基金项目,人口老龄化对资产价格的影响研究：基于中国市场的实证,邹瑾,2013
53,经济学,四川大学,青年基金项目,我国影子银行的发展及其对资产价格和宏观经济的影响,赵颖岚,2013
54,经济学,西南政法大学,青年基金项目,西部城镇化进程中农民财产性收入问题研究,唐雪梅,2013
55,经济学,西南政法大学,青年基金项目,转型期FDI对我国收入分配、社会福利与贫困减少的影响研究,林永强,2013
56,经济学,云南师范大学,青年基金项目,基于精明增长的高原城镇用地蔓延驱动机制与管控政策研究,曹洪华,2013
57,经济学,重庆大学,青年基金项目,财政分权、晋升锦标赛与农业增长绩效研究,李雪松,2013
58,经济学,重庆工商大学,青年基金项目,我国农业巨灾保险运行机制及工具创新研究,陈利,2013
59,历史学,青海民族大学,规划基金项目,中国藏区土地改革问题研究,周忠瑜,2013
60,历史学,西南大学,规划基金项目,转型时期英国城市公益体系的构建与结构城市化研究,邓云清,2013
61,历史学,兰州大学,青年基金项目,敦煌佛教艺术中的外道形象研究,吕德廷,2013
62,历史学,云南师范大学,青年基金项目,“制度移植”与“渐进改良”：从民国成都的公共卫生管理看现代转型的路径,刘雪怡,2013
63,马克思主义/思想政治教育,贵州师范大学,规划基金项目,文化多元化视野下马克思主义话语权面临的挑战及对策研究,张文富,2013
64,马克思主义/思想政治教育,重庆师范大学,规划基金项目,“05方案”背景下大学生法治教育研究,刘寿堂,2013
65,马克思主义/思想政治教育,重庆师范大学,规划基金项目,阶层固化背景下青年社会主义核心价值观内化机制研究,朱勋春,2013
66,民族学与文化学,红河学院,规划基金项目,云南哈尼族梯田文化遗产核心区元阳梯田稻作品种多样性与传统知识研究,黄绍文,2013
67,民族学与文化学,西北民族大学,规划基金项目,甘肃省少数民族民间公益慈善活动的现状调查研究—以兰州市穆斯林慈善业为例,马兰,2013
68,民族学与文化学,西南大学,规划基金项目,西南民间传统科技教育资源开发研究,李姗泽,2013
69,民族学与文化学,大理学院,青年基金项目,美国援藏非政府组织的活动与影响研究,曾晓阳,2013
70,兰州大学,青年基金项目,河湟地区土族传统社会组织青苗会与乡村社区建设研究,钟静静,,2013
71,民族学与文化学,内蒙古大学,青年基金项目,日本侵占时期及战后内蒙古民族政党研究,额日登巴雅尔,2013
72,民族学与文化学,西南交通大学,青年基金项目,民族走廊地区建筑文化交融研究——以岷江上游地区羌族建筑为例,马志韬,2013
73,民族学与文化学,西南民族大学,青年基金项目,我国当前部分哈萨克族民众外迁问题研究,纳森,2013
74,社会学,广西大学,青年基金项目,社会转型与城市居民住房不平等的机制研究,魏万青,2013
75,社会学,西南财经大学天府学院,青年基金项目,中国慈善组织内部控制机制及评价体系构建研究：贫富差距调节器与社会稳定安全阀,刘兴祥,2013
76,统计学,重庆工商大学,青年基金项目,弹性退休制下社会养老保险隐性债务随机精算模型及应用研究,孙荣,2013
77,图书馆、情报与文献学,四川大学,规划基金项目,基于项目情境的社会科学信息查寻行为研究,李桂华,2013
78,图书馆、情报与文献学,西南大学,青年基金项目,高校人文社会科学研究者信息需求规律及服务模式研究,丁恩俊,2013
79,心理学,宁夏大学,规划基金项目,青少年慈善捐助行为归因的心理机制及教育干预,丁凤琴,2013
80,心理学,西北大学,规划基金项目,城市养老模式优化的实证研究——基于心理学视角,刘连龙,2013
81,心理学,兰州大学,青年基金项目,职业兴趣探索卡（大学本科版）的编制和应用研究,张晓文,2013
82,心理学,内蒙古师范大学,青年基金项目,蒙语词汇识别的ERP和眼动研究,侯友,2013
83,心理学,西南大学,青年基金项目,伴侣面孔男性化-女性化偏好与伴侣特质偏好：女性与男同性恋双重研究,郑丽军,2013
84,新闻学与传播学,广西大学,规划基金项目,基于生态学视角的中国传媒企业成长研究,陈瑞群,2013
85,新闻学与传播学,西北师范大学,规划基金项目,基于语料库的汉语语言符号的网络再生及其生成逻辑研究,曹进,2013
86,新闻学与传播学,陕西师范大学,青年基金项目,基于数字出版的学术期刊论文评价模式研究,程琴娟,2013
87,艺术学,陕西师范大学,规划基金项目,中西比较美术实践中的理论问题与方法论研究,冯民生,2013
88,艺术学,西南民族大学,规划基金项目,藏族音乐古籍、民间传谱资料整理研究,穆兰,2013
89,语言学,广西民族大学,规划基金项目,比较语言学视角下的壮语语素研究,卢勇斌,2013
90,语言学,绵阳师范学院,规划基金项目,宋代都市笔记俗语词研究,杨观,2013
91,语言学,黔南民族师范学院,规划基金项目,李善《文选注》音注研究,李华斌,2013
92,语言学,陕西师范大学,规划基金项目,TAPs翻译教学应用研究,郑元会,2013
93,语言学,西北工业大学,规划基金项目,基于模糊数学方法的四套大学英语网络教学系统软件综合评价,刘美岩,2013
94,政治学,广西师范学院,规划基金项目,社会主义政治文明视阈下的政治纠错机制构建研究,戴回天,2013
95,政治学,咸阳师范学院,规划基金项目,创新基层社会管理视域下利益相对受损群体的利益表达机制研究,张健,2013
96,政治学,重庆三峡学院,青年基金项目,善治图景下政社分开与社团管理创新研究,王栋,2013
97,中国文学,河西学院,规划基金项目,人口较少民族书面文学的历史形态、艺术建构与文化影响研究,王锐,2013
98,中国文学,贺州学院,规划基金项目,地域、空间与审美——唐宋诗词岭南意象的人文地理学研究,侯艳,2013
99,中国文学,西南大学,规划基金项目,中国新诗的“公共性”问题研究,向天渊,2013
100,中国文学,云南师范大学,规划基金项目,明清云南科举文献整理及研究,刘明坤,2013
101,中国文学,长安大学,规划基金项目,微博文学影响力研究,霍忠义,2013
102,中国文学,重庆师范大学,规划基金项目,沈德潜与乾隆诗坛研究,陆平,2013
103,中国文学,重庆师范大学,规划基金项目,苏州派研究,兰香梅,2013
104,中国文学,重庆师范大学,青年基金项目,中共中央南方局与重庆抗战文学,熊飞宇,2013
105,宗教学,西北民族大学,规划基金项目,敦煌藏文禅宗文献的整理、翻译与研究,牛宏,2013
