序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
38,马克思主义/思想政治教育,武汉大学,规划基金项目,社会思潮研判机制研究,杨军,2015
39,马克思主义/思想政治教育,西安文理学院,规划基金项目,关学涵育社会主义核心价值观的作用及其路径研究,贺文华,2015
40,马克思主义/思想政治教育,扬州大学,规划基金项目,高校中华优秀传统文化与社会主义核心价值观融合教育机制研究,佘远富,2015
41,马克思主义/思想政治教育,浙江师范大学,规划基金项目,中国共产党的社会整合及其功能调适研究——社会治理现代化视角,朱前星,2015
42,马克思主义/思想政治教育,浙江师范大学,规划基金项目,革命媒体与马克思主义大众化——基于延安时期《解放日报》的考察,张根福,2015
43,马克思主义/思想政治教育,中南财经政法大学,规划基金项目,友善价值观探究,朱书刚,2015
44,马克思主义/思想政治教育,中南民族大学,规划基金项目,高校意识形态安全治理体系和治理能力建设研究,陈静,2015
45,马克思主义/思想政治教育,中山大学,规划基金项目,马克思主义中国化研究的“两个范式”“四对范畴”“多种理论形态”之探析,马爱云,2015
46,马克思主义/思想政治教育,安徽电子信息职业技术学院,青年基金项目,我国农村土地流转信托运作模式研究,何林艺,2015
47,马克思主义/思想政治教育,安徽工业大学,青年基金项目,当代精神利益研究及其启示,宫晓虹,2015
48,马克思主义/思想政治教育,安徽师范大学,青年基金项目,马尔库塞早期哲学思想研究,余在海,2015
49,马克思主义/思想政治教育,安徽师范大学,青年基金项目,贫困大学生职业生涯决策研究,涂薇,2015
50,马克思主义/思想政治教育,宝鸡文理学院,青年基金项目,延安时期马克思主义哲学理论创新研究,王真,2015
51,马克思主义/思想政治教育,北京建筑大学,青年基金项目,当代大学生社会主义核心价值观日常生活化融入机制研究,尹保红,2015
52,马克思主义/思想政治教育,北京理工大学,青年基金项目,虚无主义思潮对当代中国价值观的影响及其对策研究,赵亮,2015
53,马克思主义/思想政治教育,北京理工大学珠海学院,青年基金项目,粤港澳大学生近代历史观比较研究,王庆华,2015
54,马克思主义/思想政治教育,常州大学,青年基金项目,马克思主义社会治理思想及其中国化研究,沈杰,2015
55,马克思主义/思想政治教育,常州大学,青年基金项目,高校防范宗教渗透问题研究,秦义,2015
56,马克思主义/思想政治教育,大连民族学院,青年基金项目,马克思人与科技关系思想研究,张媛媛,2015
57,马克思主义/思想政治教育,电子科技大学,青年基金项目,面向大数据的高校网络意识形态建设研究,李怀杰,2015
58,马克思主义/思想政治教育,东北大学,青年基金项目,中美高等教育制度伦理的价值比较研究,田雪飞,2015
59,马克思主义/思想政治教育,东北师范大学,青年基金项目,高校网络意识形态安全问题研究,卢建有,2015
60,马克思主义/思想政治教育,东北师范大学,青年基金项目,社会转型期俄罗斯大学生政治价值观教育问题研究,雷蕾,2015
61,马克思主义/思想政治教育,东南大学,青年基金项目,《资本论》中权力建构的辩证解读及其学术意义,翁寒冰,2015
62,马克思主义/思想政治教育,福建师范大学福清分校,青年基金项目,社会主义核心价值观引领和优化社会心态研究,陈赵阳,2015
63,马克思主义/思想政治教育,阜阳师范学院,青年基金项目,在祛魅与返魅之间——世俗时代社会德育的失落与重塑,吕卫华,2015
64,马克思主义/思想政治教育,复旦大学,青年基金项目,道德教化的当代话语建构及实践创新研究,沈小勇,2015
65,马克思主义/思想政治教育,广东工业大学,青年基金项目,弗雷泽全球化背景下的社会正义思想探究,袁丽,2015
66,马克思主义/思想政治教育,广东工业大学,青年基金项目,精神生产理论视域下我国主流意识形态传播研究,揭晓,2015
67,马克思主义/思想政治教育,广东药学院,青年基金项目,新媒体语境下大学生精神追求态势的调查研究,朱白薇,2015
68,马克思主义/思想政治教育,杭州电子科技大学,青年基金项目,当代大学生学术诚信状况与对策分析,张爱芳,2015
69,马克思主义/思想政治教育,河南理工大学,青年基金项目,当代大学生社会主义核心价值观日常生活化培育路径研究,彭红赟,2015
70,马克思主义/思想政治教育,河南师范大学,青年基金项目,马克思分配正义思想及其当代境遇研究,李翔,2015
71,马克思主义/思想政治教育,黑河学院,青年基金项目,全面深化改革中社会矛盾基本形态及化解对策研究,周长美,2015
72,马克思主义/思想政治教育,黑龙江中医药大学,青年基金项目,当代大学生心理危机成因及心理疏导价值干预研究,于钦明,2015
73,马克思主义/思想政治教育,湖南工业大学,青年基金项目,生命教育融入高校思想政治理论课程结构的理论与实践研究,李金桥,2015
74,马克思主义/思想政治教育,湖南科技大学,青年基金项目,依法治国境域下执政党公信力建设研究,凌应生,2015
75,马克思主义/思想政治教育,华东政法大学,青年基金项目,文化权利的实现条件及其保障机制研究,赵宴群,2015
76,马克思主义/思想政治教育,华东政法大学,青年基金项目,社会主义核心价值观的文化结构及其对文化生态建设的启示,张建忠,2015
77,马克思主义/思想政治教育,华东政法大学,青年基金项目,新民主主义革命时期中国共产党对社会思潮的认识和态度研究,姜玉齐,2015
78,马克思主义/思想政治教育,华南农业大学,青年基金项目,大数据时代背景下大学生心理预警系统研究,梁娟,2015
79,马克思主义/思想政治教育,华南农业大学,青年基金项目,大学生移动社交网络谣言的传播与治理研究,蔡小婷,2015
80,马克思主义/思想政治教育,华南师范大学,青年基金项目,解放政治学——经典马克思主义与后马克思主义比较研究,茅根红,2015
81,马克思主义/思想政治教育,华南师范大学,青年基金项目,先秦散文的思想政治教育功能研究,刘春婵,2015
82,马克思主义/思想政治教育,吉首大学,青年基金项目,马克思主义无产阶级理论在西方的演变研究,胡满英,2015
83,马克思主义/思想政治教育,江南大学,青年基金项目,资本逻辑视域下的现代西方环境运动研究,任铃,2015
84,马克思主义/思想政治教育,江南大学,青年基金项目,多样性文化生态背景下思想政治教育话语权建构研究,刘艳,2015
85,马克思主义/思想政治教育,江苏科技大学,青年基金项目,中国梦与信念伦理研究,李西杰,2015
86,马克思主义/思想政治教育,聊城大学,青年基金项目,新中国成立以来中国共产党与社会组织的关系研究,周浩集,2015
87,马克思主义/思想政治教育,南昌工程学院,青年基金项目,个体道德态度养成的机制与路径研究,杨宇辰,2015
88,马克思主义/思想政治教育,南华大学,青年基金项目,贫困大学生就业增权研究,罗筑华,2015
89,马克思主义/思想政治教育,南京林业大学,青年基金项目,马克思社会发展理论生成发展及其价值研究,王祥,2015
90,马克思主义/思想政治教育,南京医科大学,青年基金项目,困境与探索：思想政治教育人学取向研究分析,陶磊,2015
91,马克思主义/思想政治教育,南京邮电大学,青年基金项目,农村留守儿童道德情感的发展及促进研究,张学浪,2015
92,马克思主义/思想政治教育,南开大学,青年基金项目,社会主义协商民主与人民主体的关系研究,孟锐峰,2015
93,马克思主义/思想政治教育,南通大学,青年基金项目,社会转型期榜样疏离与认同提升路径研究,孙泊,2015
94,马克思主义/思想政治教育,内蒙古科技大学,青年基金项目,当代蒙古族的中华文化认同研究,冯大彪,2015
95,马克思主义/思想政治教育,曲阜师范大学,青年基金项目,基于“场域-惯习”视角的农村当代中国马克思主义大众化研究,肖芳,2015
96,马克思主义/思想政治教育,山东建筑大学,青年基金项目,新时期校企合作视阈下大学生思政教育途径创新研究,李展,2015
97,马克思主义/思想政治教育,山东交通学院,青年基金项目,改革开放以来中国政治价值变迁研究,庄仕文,2015
98,马克思主义/思想政治教育,上海交通大学,青年基金项目,大学生思想政治教育政策的制度分析,史宏波,2015
99,马克思主义/思想政治教育,邵阳学院,青年基金项目,马克思的人民主体思想及其当代价值研究,刘真金,2015
100,马克思主义/思想政治教育,沈阳工业大学,青年基金项目,马克思社会治理理论与当代中国社会治理建设,高健,2015
101,马克思主义/思想政治教育,石家庄铁道大学,青年基金项目,乡村文化价值重建与“人的新农村”建设研究,赵霞,2015
102,马克思主义/思想政治教育,天津市职业大学,青年基金项目,法治视阈下农村生态环境治理研究,田春艳,2015
103,马克思主义/思想政治教育,天津职业技术师范大学,青年基金项目,二十世纪上半期的“中国化”思潮与“马克思主义中国化”——一个思想文化史命题的透视,解庆宾,2015
104,马克思主义/思想政治教育,天津职业技术师范大学,青年基金项目,中国共产党社会风气治理的理论与实践研究,唐伟锋,2015
105,马克思主义/思想政治教育,武汉大学,青年基金项目,近代国人文化自信心态的百年流变及启示研究,刘水静,2015
106,马克思主义/思想政治教育,武汉工程大学,青年基金项目,多民族地区互嵌式民族社区建设研究,盛义龙,2015
107,马克思主义/思想政治教育,武汉工程大学,青年基金项目,媒体融合与大学生思想政治教育创新研究,操菊华,2015
108,马克思主义/思想政治教育,武汉理工大学,青年基金项目,大学生思想政治教育大数据平台架构机理研究,刘国龙,2015
109,马克思主义/思想政治教育,西安电子科技大学,青年基金项目,儒家礼乐教化思想与当代德性教育内在机理研究,张斯珉,2015
110,马克思主义/思想政治教育,西安石油大学,青年基金项目,社会主义过渡时期归国留学生群体的国家认同研究,左玲,2015
111,马克思主义/思想政治教育,西安外国语大学,青年基金项目,意识形态视角下美国电视剧对中国文化安全的影响及对策研究,张洋,2015
112,马克思主义/思想政治教育,西北师范大学,青年基金项目,现代化进程中西北民族地区藏族大学生国家认同问题研究,侯选明,2015
113,马克思主义/思想政治教育,西南大学,青年基金项目,网络媒介中的主流意识形态话语权问题研究,何红连,2015
114,马克思主义/思想政治教育,燕山大学,青年基金项目,改革开放以来中国共产党社会公正思想研究,黄娟,2015
115,马克思主义/思想政治教育,燕山大学,青年基金项目,七七事变前国民政府华北地区对日折冲研究——以冀察政务委员会为例,包巍,2015
116,马克思主义/思想政治教育,扬州大学,青年基金项目,党的服务青年理论及其在高校的实践研究,侯燕,2015
117,马克思主义/思想政治教育,玉林师范学院,青年基金项目,马克思主义生态观视域下西部民族地区新农村生态文明建设研究,程艳,2015
118,马克思主义/思想政治教育,浙江大学,青年基金项目,多元社会思潮情境中的大学生政治鉴别力培养研究,高永,2015
119,马克思主义/思想政治教育,浙江大学宁波理工学院,青年基金项目,政治文化变迁中的美国公民教育课程研究及启示,聂迎娉,2015
120,马克思主义/思想政治教育,浙江工业大学,青年基金项目,托洛茨基主义理论述评,吕佳翼,2015
121,马克思主义/思想政治教育,浙江理工大学,青年基金项目,建国以来中国共产党榜样文化研究,艾丹,2015
122,马克思主义/思想政治教育,浙江师范大学,青年基金项目,网络环境条件下社会主义核心价值观认同机制研究,郑海祥,2015
123,马克思主义/思想政治教育,中国矿业大学,青年基金项目,建国前后党赢取民心问题研究：基于高校思政教育视角,王慎,2015
124,马克思主义/思想政治教育,中国矿业大学,青年基金项目,高校思想政治教育网络话语权建构研究,郑凯文,2015
125,马克思主义/思想政治教育,中国农业大学,青年基金项目,马克思恩格斯城乡统筹发展思想及对我国城乡发展一体化的启示,宗成峰,2015
126,马克思主义/思想政治教育,中南民族大学,青年基金项目,社会主义核心价值观建设的文化路径研究,佟斐,2015
127,马克思主义/思想政治教育,中山职业技术学院,青年基金项目,大学生对中国道路的认同问题研究——基于主流教育话语体系建构的视角,曹峰,2015
128,马克思主义/思想政治教育,中央民族大学,青年基金项目,宗教极端势力渗透内地高校新疆籍少数民族学生防御机制研究,李松洁,2015
129,马克思主义/思想政治教育,重庆大学,青年基金项目,现代思想政治工作的社会治理功能研究,卢旭东,2015
130,马克思主义/思想政治教育,重庆大学,青年基金项目,马克思货币哲学及其当代意义研究,陈飞,2015
131,马克思主义/思想政治教育,重庆青年职业技术学院,青年基金项目,全球化语境中少数民族大学生国家认同建构研究,高珊,2015
132,马克思主义/思想政治教育,重庆文理学院,青年基金项目,社会组织在协商民主中的作用及实现路径研究,张建红,2015
133,哲学,安徽工业大学,规划基金项目,罗尔斯宗教思想研究,夏庆波,2015
134,哲学,河南财经政法大学,规划基金项目,虚拟地理环境哲学研究,刘凯,2015
135,哲学,华东师范大学,规划基金项目,实践知性与行动动机,颜青山,2015
136,哲学,华中科技大学,规划基金项目,朱熹易学思想研究,唐琳,2015
137,哲学,华中科技大学,规划基金项目,从马克思看传统文化的价值,谢劲松,2015
138,哲学,华中科技大学,规划基金项目,量子逻辑的哲学研究,万小龙,2015
139,哲学,辽宁大学,规划基金项目,儒家道德的当代境遇研究,王雅,2015
140,哲学,南京师范大学,规划基金项目,邢昺《论语注疏》整理与研究,杨新勋,2015
141,哲学,南开大学,规划基金项目,维特根斯坦语言哲学研究与文献翻译,李国山,2015
142,哲学,西安建筑科技大学,规划基金项目,我国居住建筑交往空间缺失的伦理学研究,杨航征,2015
143,哲学,西南政法大学,规划基金项目,马克思主义政治哲学视域中的现代认同政治研究,吕春颖,2015
144,哲学,肇庆学院,规划基金项目,晚明儒、释、道视域中的庄学比较研究,周黄琴,2015
145,哲学,浙江机电职业技术学院,规划基金项目,环境美德伦理学的学理构建及实践研究,周琳,2015
146,哲学,中山大学,规划基金项目,个体正义与政制正义：亚里士多德正义思想及其现代意义研究,郝亿春,2015
147,哲学,安徽医科大学,青年基金项目,社会资本视域下我国农村居民健康公平问题研究,郑红,2015
148,哲学,安庆师范学院,青年基金项目,德国古典哲学时期的“在家”问题研究,王广州,2015
149,哲学,安阳师范学院,青年基金项目,美德的统一性问题研究,黎良华,2015
150,哲学,大连理工大学,青年基金项目,王阳明的格物新诠及其思想历程,王磊,2015
151,哲学,东南大学,青年基金项目,萨特的实践辩证法及其对历史唯物主义的批判与重建,陈硕,2015
152,哲学,东南大学,青年基金项目,“名”视域下的《庄子》哲学研究,周晓露,2015
153,哲学,福建农林大学,青年基金项目,感受质问题的自然化研究,符彬,2015
154,哲学,贵州师范大学,青年基金项目,康德因果理论的现代逻辑哲学考察,邓雄雁,2015
155,哲学,杭州师范大学,青年基金项目,先秦道家休闲哲学研究,赵玉强,2015
156,哲学,河北经贸大学,青年基金项目,当代中国社会治理的伦理路径研究,王维国,2015
157,哲学,湖南科技大学,青年基金项目,马克思主义利益观视角下的当代中国财富伦理研究,张志兵,2015
158,哲学,华东师范大学,青年基金项目,当代西方新近政治义务理论研究,朱佳峰,2015
159,哲学,江南大学,青年基金项目,社会制度的道德证成理论研究,任俊,2015
160,哲学,江南大学,青年基金项目,弱公度性美德规则思想研究,周玉梅,2015
161,哲学,鲁东大学,青年基金项目,自我存在的文化根基：由查尔斯·泰勒展开,韩升,2015
162,哲学,南昌大学,青年基金项目,承认的政治与法的形而上学：黑格尔早期法哲学思想研究（1788-1807）,罗久,2015
163,哲学,南方医科大学,青年基金项目,道家山水哲学研究,蒋伟,2015
164,哲学,南京农业大学,青年基金项目,先秦墨家生态伦理思想及其意义研究,魏艾,2015
165,哲学,南开大学,青年基金项目,分析马克思主义关于唯物史观的阐释研究,齐艳红,2015
166,哲学,南通大学,青年基金项目,陈实功《五戒十要》对于当代医德规范体系建构的启示,王夏强,2015
167,哲学,南阳师范学院,青年基金项目,思孟学派礼学思想研究,吴信英,2015
168,哲学,山东大学,青年基金项目,亚里士多德友爱哲学的现象学效应,陈治国,2015
169,哲学,山西大学,青年基金项目,后期维特根斯坦数学哲学之比较研究,樊岳红,2015
170,哲学,上海交通大学,青年基金项目,柏格森社会哲学研究,邓刚,2015
171,哲学,上海理工大学,青年基金项目,基于可行能力的权利观念研究,刘科,2015
172,哲学,台州学院,青年基金项目,市场经济自由的限度与生态转向研究,黄翠新,2015
173,哲学,泰山医学院,青年基金项目,恰达耶夫命题与19世纪俄国哲学的发展,刘超,2015
174,哲学,天津工业大学,青年基金项目,认知科学视域的延展心灵问题研究,董云峰,2015
175,哲学,天津师范大学,青年基金项目,临终关怀的道德哲学研究,张鹏,2015
176,哲学,同济大学,青年基金项目,作为第一哲学的伦理学：斯宾诺莎伦理理论研究,吴树博,2015
177,哲学,武汉大学,青年基金项目,重构马克思伦理理论的一种尝试,李志,2015
178,哲学,西安石油大学,青年基金项目,清代《正蒙》注研究,张瑞元,2015
179,哲学,西南大学,青年基金项目,科学知识的不同建构理论及其比较研究,邱德胜,2015
180,哲学,延边大学,青年基金项目,从线性透视法的兴衰看绘画领域再现概念的变迁,李海燕,2015
181,哲学,浙江工业大学,青年基金项目,刘蕺山理学问题意识研究,申鹏宇,2015
182,哲学,中南林业科技大学,青年基金项目,气候变化伦理问题研究,徐保风,2015
183,哲学,中山大学,青年基金项目,传统儒学的近代重建：康有为“四书”注解研究,马永康,2015
184,哲学,中山大学,青年基金项目,技术时代的精神状况：在马克思主义与现象学之间,高海青,2015
185,逻辑学,黑龙江大学,青年基金项目,中东欧逻辑思想研究,王建鲁,2015
186,逻辑学,吉林师范大学,青年基金项目,偶然模态逻辑及其应用价值研究,冯立荣,2015
187,宗教学,西北民族大学,规划基金项目,马图里迪学派教义学思想及其在丝绸之路沿线的传播与影响,云存平,2015
188,宗教学,浙江大学,规划基金项目,圣经文本在华的接受史研究（7世纪至20世纪初）,梁慧,2015
189,宗教学,贺州学院,青年基金项目,南岭走廊瑶传道教影像资料库建设与保护研究,袁君煊,2015
190,宗教学,暨南大学,青年基金项目,全球五旬节运动在近代中国的处境研究,陈明丽,2015
191,宗教学,兰州大学,青年基金项目,近代甘肃基督教的本地化研究,刘继华,2015
192,宗教学,南京理工大学,青年基金项目,民国僧伽现代转型研究,王毓,2015
193,宗教学,云南国防工业职业技术学院,青年基金项目,云南伊斯兰教的跨文化对话研究,马创,2015
194,宗教学,浙江理工大学,青年基金项目,东亚视域下的日本阴阳道研究,张丽山,2015
195,语言学,北京科技大学,规划基金项目,基于微课的大学英语项目式翻转课堂资源建设与拓展研究,李晓东,2015
196,语言学,昌吉学院,规划基金项目,新疆高校少数民族汉语教学中的文化教学嬗变与多模态文化教学模式构建研究,骆惠珍,2015
197,语言学,常州工学院,规划基金项目,苏浙皖交界地区“河南话”的接触演变及其源流关系研究,吴健,2015
198,语言学,东南大学,规划基金项目,中国学习者英语虚拟语气加工的ERP研究,季月,2015
199,语言学,福建师范大学,规划基金项目,问题驱动的广义修辞论,谭学纯,2015
200,语言学,复旦大学,规划基金项目,英汉医学新术语库构建及检索平台的开发,孙庆祥,2015
201,语言学,复旦大学,规划基金项目,基于语序类型学的汉语介词和介词短语习得研究,高顺全,2015
202,语言学,广东技术师范学院,规划基金项目,桂北土话与勾漏片粤语比较及有声数据库建设,杨希英,2015
203,语言学,广东外语外贸大学,规划基金项目,中式英语还是中国英语？——一项基于涉华英语语料库的研究,夏立新,2015
204,语言学,广东外语外贸大学,规划基金项目,构建当代中国话语研究的语言哲学基础,霍永寿,2015
205,语言学,桂林电子科技大学,规划基金项目,小康社会语用建设指标构建与目标实现对策研究,刘绍忠,2015
206,语言学,杭州电子科技大学,规划基金项目,《红楼梦》颜色词研究,曹莉亚,2015
207,语言学,河北工程大学,规划基金项目,《荀子》文献中的名物化现象研究：认知语言学和形态学视角,张俊,2015
208,语言学,河南理工大学,规划基金项目,基于儿童读物英汉平行语料库的语义角色知识研究,朱晓丽,2015
209,语言学,华北理工大学,规划基金项目,自我效能感中介效应下的大学生英语学习障碍干预研究,贾珍霞,2015
210,语言学,华东交通大学,规划基金项目,大众文化语境下畅销书译介的伦理研究,陆秀英,2015
211,语言学,华中科技大学,规划基金项目,大学英语后续课程教学有效性研究,刘泽华,2015
212,语言学,华中师范大学,规划基金项目,篇章视野下的汉语复句研究,刘云,2015
213,语言学,吉林大学,规划基金项目,兰卡斯特学派的批评性语篇分析方法的中国化研究,项蕴华,2015
214,语言学,吉林大学,规划基金项目,英汉语空间量度形容词隐喻义的认知对比研究,刘桂玲,2015
215,语言学,暨南大学,规划基金项目,中国典籍翻译“方向性”研究——以《文心雕龙》英译为例,施佳胜,2015
216,语言学,暨南大学,规划基金项目,汉语国际教育中的汉字观及汉字教学研究,李香平,2015
217,语言学,江苏理工学院,规划基金项目,零翻译及其话语研究,罗国青,2015
218,语言学,金陵科技学院,规划基金项目,中国手语规范与推广背景下的中国手语方言基本词汇对比调查研究,衣玉敏,2015
219,语言学,临沂大学,规划基金项目,《聊斋俚曲集》校注,张泰,2015
220,语言学,牡丹江师范学院,规划基金项目,网络流行语中典型主观表态构式的多维研究,程亚恒,2015
221,语言学,南京审计学院,规划基金项目,功能——类型学视角下的汉语无词汇标记受事前置句研究,刘顺,2015
222,语言学,南京邮电大学,规划基金项目,中国英语专业学生二语词汇能力发展跟踪研究,王瑛,2015
223,语言学,南开大学,规划基金项目,中国当代文化语境下新型翻译教学模式构建,李晶,2015
224,语言学,南通师范高等专科学校,规划基金项目,屈赋的语言学研究,梁文勤,2015
225,语言学,曲阜师范大学,规划基金项目,自媒体文本话语者的“后身份”研究,张建华,2015
226,语言学,曲阜师范大学,规划基金项目,《论语》异文的历史层次研究,张诒三,2015
227,语言学,曲阜师范大学,规划基金项目,篇章视角下的英汉体貌对比研究——基于平行语料库的研究,张立昌,2015
228,语言学,山东大学,规划基金项目,语言接触视域下汉语对韩国语影响研究,张晓曼,2015
229,语言学,山东大学,规划基金项目,基于第二语言教学的汉语口语框架语块研究,王军,2015
230,语言学,山东建筑大学,规划基金项目,英语语义失误的自动检测和纠正问题研究,杨东强,2015
231,语言学,山东师范大学,规划基金项目,基于向心理论的中国英语学习者口语连贯性评估研究,王杰,2015
232,语言学,上海对外经贸大学,规划基金项目,中国MTI学习者翻译语料库的建设与应用研究,周芹芹,2015
233,语言学,上海交通大学,规划基金项目,基于语料库的马克思《资本论》汉译研究,管新潮,2015
234,语言学,上海外国语大学,规划基金项目,中国新时期小说英语世界译介效果研究,鲍晓英,2015
235,语言学,上海外国语大学,规划基金项目,语言动态观下语法和修辞界面的同形结构研究,吴春相,2015
236,语言学,绍兴文理学院,规划基金项目,鲁迅小说汉英多译本实证研究,杨坚定,2015
237,语言学,深圳大学,规划基金项目,基于语料库的商周金文字际关系研究,卞仁海,2015
238,语言学,四川外国语大学,规划基金项目,利玛窦中文著译文本的语言学考察,曹保平,2015
239,语言学,天津外国语大学,规划基金项目,新时期俄罗斯语言政策与规划研究,李迎迎,2015
240,语言学,天水师范学院,规划基金项目,英语写作的多元动态评价研究,郭晓英,2015
241,语言学,同济大学,规划基金项目,不同类型专业期刊研究论文英文写作模式研究,钱杨,2015
242,语言学,同济大学,规划基金项目,失本成译与文章正轨：钱锺书翻译实践研究,葛中俊,2015
243,语言学,西安交通大学,规划基金项目,在线机译与人工翻译的语言计量特征对比,蒋跃,2015
244,语言学,西安理工大学,规划基金项目,社会语用认知视角下的中国民俗文化词语翻译创造性原则与翻译模式研究,延宏,2015
245,语言学,西安外国语大学,规划基金项目,中国百年英汉科普文本翻译研究,石春让,2015
246,语言学,西北师范大学,规划基金项目,输入分布、词汇语义、语篇语用及语言类型对中国英语学习者动词论元构式习得影响研究,薛小梅,2015
247,语言学,西南民族大学,规划基金项目,汉语国际推广视角的汉语语义语法范畴体系构建研究,袁嘉,2015
248,语言学,湘潭大学,规划基金项目,互动视角的汉语间接否定类应答构式研究,朱军,2015
249,语言学,新疆师范大学,规划基金项目,新疆少数民族的家庭语言规划研究,尹小荣,2015
250,语言学,新疆艺术学院,规划基金项目,新疆少数民族音乐文献汉英翻译理论与实践研究,肖俊一,2015
251,语言学,许昌学院,规划基金项目,《墨子》复译与中外译者话语权建构策略比较研究,刘立胜,2015
252,语言学,燕山大学,规划基金项目,类型标记理论视角下大学生中介语音系结构习得模式的历时研究,郑占国,2015
253,语言学,云南师范大学,规划基金项目,少数民族自治地区城市语言景观中的语言使用状况调查研究,李丽生,2015
254,语言学,长江大学,规划基金项目,藏语语尾人际功能研究,李华平,2015
255,语言学,TimothyOsborne,规划基金项目,基于依存语法的汉语句法理论分析方案,浙江大学,2015
