序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
102,法学,河南大学,青年基金项目,我国民事裁判的证据路径依赖及其影响——基于6个法院532份一审判决的实证研究,郑金玉,2013
103,法学,湖南大学,青年基金项目,我国人工流产泛滥化和低龄化问题法律治理研究,曹薇薇,2013
104,法学,湖南涉外经济学院,青年基金项目,技术标准化中垄断行为的规制及救济机制研究,罗蓉蓉,2013
105,法学,华东师范大学,青年基金项目,超法规的责任阻却事由要素的体系构建——重返“以人为本”的报应主义指导思路,孙立红,2013
106,法学,华东政法大学,青年基金项目,中国土地信托法律问题研究,于霄,2013
107,法学,华东政法大学,青年基金项目,遗传资源获取与惠益分享专利制度研究,肇旭,2013
108,法学,华东政法大学,青年基金项目,“司法治理”思潮与多元解纷机制再司法化,陆宇峰,2013
109,法学,华东政法大学,青年基金项目,主权债务争端解决：域外经验与中国的对策,郭华春,2013
110,法学,华东政法大学,青年基金项目,通用责任保险格式合同标准条款研究：以德国法与欧盟法为参照,贺栩栩,2013
111,法学,吉林大学,青年基金项目,垄断协议违法性分析模式问题研究,李剑,2013
112,法学,吉林警察学院,青年基金项目,公民权利保障与公安执法工作创新研究,葛双龙,2013
113,法学,暨南大学,青年基金项目,人权视阈下的知识产权,沈太霞,2013
114,法学,暨南大学,青年基金项目,中国与欧盟能源应急合作法律问题研究,程荃,2013
115,法学,江苏大学,青年基金项目,新媒体时代公众舆论与刑罚裁量互动实证研究——以死刑案件量刑为中心,刘春花,2013
116,法学,江苏大学,青年基金项目,私法视域下我国知识产权变动模式研究,尚清锋,2013
117,法学,江西财经大学,青年基金项目,行政收费法治化研究,江利红,2013
118,法学,江西财经大学,青年基金项目,“共同但有区别责任”原则下生态补偿财税责任差异化的法律机制,徐丽媛,2013
119,法学,兰州大学,青年基金项目,老年人照护体系法律制度研究,李志强,2013
120,法学,兰州大学,青年基金项目,明代私家律学研究,李守良,2013
121,法学,辽宁大学,青年基金项目,金融领域中央与地方权力关系法治化研究,董世坤,2013
122,法学,辽宁大学,青年基金项目,刑事诉讼法学方法论及运用,徐阳,2013
123,法学,辽宁大学,青年基金项目,课税事实认定的法理建构与制度创新,闫海,2013
124,法学,南昌航空大学,青年基金项目,著作权法中的个人使用研究——以数字环境为中心,李杨,2013
125,法学,南京审计学院,青年基金项目,我国企业海外并购投融资法律问题研究,殷楠,2013
126,法学,南京邮电大学,青年基金项目,我国流域生态补偿的法律机制研究——以淮河流域和太湖流域为例,李峻,2013
127,法学,南开大学,青年基金项目,法律修辞的社会功能研究,李晟,2013
128,法学,宁波大学,青年基金项目,我国慈善组织公信力的法律保障研究,魏丽,2013
129,法学,宁波大学,青年基金项目,司法公信指数：模型构建及其中国应用,冯一文,2013
130,法学,宁波大学,青年基金项目,自媒体时代网络言论表达及其治理研究——基于复合式规制结构理论视角,谢小瑶,2013
131,法学,厦门大学,青年基金项目,刑事诉讼案件过滤机制比较研究,王禄生,2013
132,法学,山东大学,青年基金项目,民间资本控股村镇银行：理论求证、衍生风险与法律规制,柴瑞娟,2013
133,法学,山东科技大学,青年基金项目,绿色气候基金融资正当性研究,李宗录,2013
134,法学,山东理工大学,青年基金项目,中国行政法治文化的嬗变与演进——基于惩治与预防腐败的视角,王玲,2013
135,法学,山东师范大学,青年基金项目,生态产品政府责任研究,张百灵,2013
136,法学,山东政法学院,青年基金项目,中止犯自动性的实质解释与司法认定,张鹏,2013
137,法学,山西大学,青年基金项目,生态补偿法律制度建设疑难问题研究,张钧,2013
138,法学,上海对外贸易学院,青年基金项目,政府援助不可避免吗——系统重要性金融机构监管法律问题研究,解正山,2013
139,法学,上海工程技术大学,青年基金项目,民间资本进入金融业的路径选择与制度设计,孟飞,2013
140,法学,上海海关学院,青年基金项目,创新驱动发展中我国知识产权边境保护的新问题与法律机制重构,朱秋沅,2013
141,法学,上海海事大学,青年基金项目,海权入宪及海权法律保障机制研究,仪喜峰,2013
142,法学,上海政法学院,青年基金项目,后TRIPS时代“中国品格”知识产权文化的重构——立基于知识产权本质的法哲学透视域下的贡献为视角,邹彩霞,2013
143,法学,绍兴文理学院,青年基金项目,新型城镇化背景下户籍制度与农村土地制度联动改革法律机制研究,朱识义,2013
144,法学,沈阳工业大学,青年基金项目,西方儿童权利理论及其当代价值研究,张杨,2013
145,法学,石河子大学,青年基金项目,新疆少数民族法律认同研究,张异,2013
146,法学,四川师范大学,青年基金项目,机理与规制：中国法官失范行为考察,全亮,2013
147,法学,苏州大学,青年基金项目,公共政策对我国司法裁判的影响研究,刘思萱,2013
148,法学,天津财经大学,青年基金项目,食品药品领域惩罚性赔偿制度研究,冯博,2013
149,法学,天津科技大学,青年基金项目,风险社会中的中国食品安全责任立法,戈含锋,2013
150,法学,天津科技大学,青年基金项目,我国流通领域食品安全监管的法律规制研究,陈金玲,2013
151,法学,天津商业大学,青年基金项目,现代金融体系语境下民间融资刑事法网的建构,刘媛媛,2013
152,法学,外交学院,青年基金项目,北欧的法律文明：斯堪的纳维亚法系研究,李红勃,2013
153,法学,武汉大学,青年基金项目,福利行政的正当程序研究——美国经验与中国借鉴,罗英,2013
154,法学,武汉大学,青年基金项目,环境分配正义：邻避设施选址纠纷的法律应对机制研究,吴宇,2013
155,法学,武汉大学,青年基金项目,南海争端解决司法化问题的国际法分析：挑战及对策,雷筱璐,2013
156,法学,武汉纺织大学,青年基金项目,人格权的概念辨析及其法理探源--以主客体同构的权利结构为中心,周雪峰,2013
157,法学,武汉纺织大学,青年基金项目,公益性社会组织公信力的法律构造,王海燕,2013
158,法学,武汉理工大学,青年基金项目,环境污染强制责任保险法律问题研究：路径选择与制度构建,文婧,2013
159,法学,西安财经学院,青年基金项目,规制法的制度构造与学理分析,王波,2013
160,法学,西北民族大学,青年基金项目,藏族法律文化的发展变迁研究——以藏族赔命价习惯法在法文化视,隆英强,2013
161,法学,西藏民族学院,青年基金项目,和谐西藏建设背景下的民事纠纷解决机制研究——以司法文明为视角的考察,张伟,2013
162,法学,西华大学,青年基金项目,非法民间融资的刑法应对研究,蒋丽,2013
163,法学,西南大学,青年基金项目,我国土地整理监管法律问题研究,赵谦,2013
164,法学,西南大学,青年基金项目,农民分化与农地资源利用制度调适研究,蒲俊丞,2013
165,法学,西南民族大学,青年基金项目,“刑事一体化”视野中的刑事容隐法律体系研究,康怀宇,2013
166,法学,新疆大学,青年基金项目,在新疆少数民族地区国家法、习惯法和宗教法的关系及国家法优先效力调查研究,阿迪力·阿尤甫,2013
167,法学,烟台大学,青年基金项目,理念与制度：未成年人民事审判研究,何燕,2013
168,法学,燕山大学,青年基金项目,量刑信息系统的构建和量刑实践评估分析,袁建刚,2013
169,法学,云南财经大学,青年基金项目,非营利组织参与公共服务外包的法律保障制度研究,李丹萍,2013
170,法学,长沙理工大学,青年基金项目,碳排放转移的国际防范与法律应对,姜明,2013
171,法学,肇庆学院,青年基金项目,农民专业合作社社员权制度研究,许英,2013
172,法学,浙江财经学院,青年基金项目,基于后果评价的司法裁判及其方法研究,杨知文,2013
173,法学,浙江大学,青年基金项目,激励视野下的环境法实施问题研究,巩固,2013
174,法学,浙江大学,青年基金项目,民间高利贷规制问题研究,陆青,2013
175,法学,浙江大学宁波理工学院,青年基金项目,我国对外劳务合作中的劳工权利保障研究,王辉,2013
176,法学,浙江工商大学,青年基金项目,法律解释促进法律体系完善问题中国经验的实证研究,季长龙,2013
177,法学,浙江工商大学,青年基金项目,非诉行政执行案件司法审查的实证分析－以浙江法院实践为例,裴蓓,2013
178,法学,浙江工业大学,青年基金项目,城乡结合部的犯罪聚集规律与空间防控对策研究——基于地理信息系统的应用,单勇,2013
179,法学,浙江警官职业学院,青年基金项目,罪犯心理咨询话语研究,郭晶英,2013
180,法学,中国民航大学,青年基金项目,类别股利益冲突治理法律研究,刘胜军,2013
181,法学,中国青年政治学院,青年基金项目,刑事诉讼法解释论研究,孙远,2013
182,法学,中国青年政治学院,青年基金项目,刑事证明责任分配困局与对策研究——以实证考察为中心,程捷,2013
183,法学,中国人民公安大学,青年基金项目,恐怖活动案件刑事诉讼程序研究,张小玲,2013
184,法学,中国政法大学,青年基金项目,证人弹劾制度研究,汪诸豪,2013
185,法学,中国政法大学,青年基金项目,继承法基础理论与规范体系之重构：以遗产移转的正当性为中心,朱庆育,2013
186,法学,中国政法大学,青年基金项目,唐令的复原与研究,赵晶,2013
187,法学,中南财经政法大学,青年基金项目,农业水权制度的法律实践及改革研究,龚春霞,2013
188,法学,中南财经政法大学,青年基金项目,环境群体性事件中的权利表达与实现,郭红欣,2013
189,法学,中南财经政法大学,青年基金项目,我国“立法的公众参与”理论与实践研究,何鹏,2013
190,法学,中南财经政法大学,青年基金项目,犯罪归因的心理学视角：基于实证主义的理论与概念体系重构,周凌,2013
191,法学,中南大学,青年基金项目,现代大学法治：以章程为载体的考察,徐靖,2013
192,法学,中南大学,青年基金项目,股利分配请求权救济制度研究,龚博,2013
193,法学,中山大学,青年基金项目,制度变迁的本土实践及其方法论——刑事司法试点改革实证研究,谢进杰,2013
194,法学,中央财经大学,青年基金项目,我国宪法第51条的内涵与效力研究,于文豪,2013
195,法学,中央财经大学,青年基金项目,经济政策与经济法——经济法立法精细化研究,邢会强,2013
196,法学,中央财经大学,青年基金项目,美国民事执行制度研究,张晓冰,2013
197,法学,中央司法警官学院,青年基金项目,中国社区矫正的法理研究——以国家理性和人权发展为视阈,贡太雷,2013
198,法学,重庆邮电大学,青年基金项目,刑事电子证据规则研究,赵长江,2013
199,港澳台问题研究,北京联合大学,规划基金项目,台湾思想库在两岸关系中的角色研究：结构、机制与影响力互动的视角,刘文忠,2013
200,港澳台问题研究,对外经济贸易大学,规划基金项目,全球价值链视角下的两岸产业合作研究,华晓红,2013
201,港澳台问题研究,南京大学,规划基金项目,香港高校现代大学制度研究,刘相平,2013
202,管理学,安徽工程大学,规划基金项目,C2C市场中基于参与者行为的“打榜”识别模型及其应用研究,王忠群,2013
203,管理学,安徽工程大学,规划基金项目,面向消费者群体偏好的网购快递服务资源分配协调研究,桂云苗,2013
204,管理学,北华大学,规划基金项目,文化生态视域下长白山地区品牌经济发展战略研究,肖艳,2013
205,管理学,北京大学,规划基金项目,社会网络化时代品牌污名化的形成机制与应对策略：基于文化价值观和群际情感的研究,彭泗清,2013
206,管理学,北京工商大学,规划基金项目,制度环境、会计稳健性与公司投资行为研究,崔学刚,2013
207,管理学,北京交通大学,规划基金项目,中国国有上市公司高管薪酬结构与粘性的研究—基于与世界500强企业的对比研究,赵健梅,2013
208,管理学,北京联合大学,规划基金项目,制度环境对企业社会责任行为的驱动机制研究——以会计师事务所为例,王彤彤,2013
209,管理学,北京师范大学,规划基金项目,基于国际标准的政府债务统计与预警管理体系研究,陈梦根,2013
210,管理学,北京外国语大学,规划基金项目,基于预售融资的供应链生产订货策略研究,张继红,2013
211,管理学,北京邮电大学,规划基金项目,基于舆论动力学的在线点评观点演化建模和企业评论管理策略研究,万岩,2013
212,管理学,大连交通大学,规划基金项目,鼠碑溢出效应驱动机理研究：社会感染视角,吕洪兵,2013
213,管理学,东北电力大学,规划基金项目,基于知识管理的高校科技成果转化机理及对策研究,王欣,2013
214,管理学,东北林业大学,规划基金项目,东北国有林区林业产业生态位演化机制及适应性战略搜寻—基于关键种企业识别视角,耿玉德,2013
215,管理学,东南大学,规划基金项目,商业模式特性对企业绩效影响机制研究,张晓玲,2013
216,管理学,东南大学,规划基金项目,利益相关者视角下多重CAS建模的公立医院补偿机制研究,江其玟,2013
217,管理学,对外经济贸易大学,规划基金项目,高校后勤社会化改革中保持公益性的长效管理机制,吕维霞,2013
218,管理学,对外经济贸易大学,规划基金项目,社会责任，合法性与适应能力：国有企业提升长期绩效的路径研究,范黎波,2013
219,管理学,对外经济贸易大学,规划基金项目,和谐社会视野下公共领导力与执行力建设研究,彭向刚,2013
220,管理学,对外经济贸易大学,规划基金项目,中央企业境外资产监管问题研究,周煊,2013
221,管理学,福建师范大学,规划基金项目,民生财政导向下的国有资本经营预算支出结构与绩效评价研究,陈少晖,2013
222,管理学,复旦大学,规划基金项目,心理所有权非均衡发展的演变机制及其影响效应研究,姚凯,2013
223,管理学,复旦大学,规划基金项目,企业家政治连带的心理动机及制度和文化诱因的影响机制研究,李绪红,2013
224,管理学,广东海洋大学,规划基金项目,区位嵌入条件下的农业企业网络能力研究,李飞星,2013
225,管理学,广东金融学院,规划基金项目,基于农村环境保护视角的农业保险绿色补贴机制研究,罗向明,2013
226,管理学,广东商学院,规划基金项目,强化制度执行力--基层政府组织“四维执行模型”的构建及运行机制研究,莫勇波,2013
227,管理学,广东外语外贸大学,规划基金项目,我国经济转型期企业员工幸福智力的积极效应研究--基于和谐劳动关系的视角,严标宾,2013
228,管理学,广东外语外贸大学,规划基金项目,员工何以会感到幸福或不幸福：特质与情境对幸福感的交互作用及其路径,张兴贵,2013
229,管理学,哈尔滨工程大学,规划基金项目,基于低碳经济的节能减排实现路径与绩效评价研究,范德成,2013
230,管理学,哈尔滨理工大学,规划基金项目,农产品供应链风险管理研究,赵达薇,2013
231,管理学,杭州电子科技大学,规划基金项目,内生型集群中小企业协同创新网络构建与自主创新能力提升策略研究,沈运红,2013
232,管理学,合肥工业大学,规划基金项目,云计算环境下的智能信息服务模式与协同机制研究,蒋翠清,2013
233,管理学,黑龙江大学,规划基金项目,基于全过程视角的职业生涯韧性作用机理及优化研究,宋国学,2013
234,管理学,黑龙江科技学院,规划基金项目,公司创业中的利益相关者管理能力及其影响效应研究：基于创业网络视角,王丽敏,2013
235,管理学,湖北大学,规划基金项目,贫困地区旅游可持续发展研究——以湖北省为例,郭清霞,2013
236,管理学,湖北工业大学,规划基金项目,新生代农民工工资正常增长与工作幸福感提升研究,夏晶,2013
237,管理学,湖北经济学院,规划基金项目,金融舆情演化机理与监测管理机制研究,张世晓,2013
238,管理学,湖南科技大学,规划基金项目,突发事件对泛珠三角入境旅游客源市场的影响研究,何俊阳,2013
239,管理学,华北电力大学,规划基金项目,火电项目碳排放量-成本-效益相关性研究,刘睿,2013
240,管理学,华北电力大学,规划基金项目,双重委托代理下国企经营者外部监督机制研究,孔峰,2013
241,管理学,华北电力大学,规划基金项目,基于多目标委托代理模型的非上市国企高管长期激励研究,刘鸿雁,2013
242,管理学,华东师范大学,规划基金项目,产品市场竞争、管理者特征与企业的环境责任研究——基于中国上市公司的证据,王霞,2013
243,管理学,华中科技大学,规划基金项目,基于互联网搜索数据的预测技术研究,鲍玉昆,2013
244,管理学,淮阴工学院,规划基金项目,新兴民营企业家政治技能对新创企业绩效的影响机理研究：基于多层次关系嵌入性的视角,郭立新,2013
245,管理学,黄冈师范学院,规划基金项目,网络舆情演化的不确定性机理分析与风险管理,彭锦,2013
246,管理学,黄冈师范学院,规划基金项目,产业共生视角下文化产业商业模式创新研究,陈中文,2013
247,管理学,吉林大学,规划基金项目,内部控制缺陷披露、利益相关者感知与经济后果研究,王爱群,2013
248,管理学,济南大学,规划基金项目,全流通制度变革下大股东隧道行为及其抑制机制研究,张大勇,2013
249,管理学,暨南大学,规划基金项目,股票期权执行下税收调控对R&D投资决策的影响机理研究,王丹舟,2013
250,管理学,江南大学,规划基金项目,食品安全网络舆情、公众恐慌行为与社会风险防控研究,洪巍,2013
251,管理学,江南大学,规划基金项目,基于不同类型农户生产经营行为的农产品安全生产模式研究,王建华,2013
252,管理学,江苏技术师范学院,规划基金项目,从低端同构到有序分工：长三角制造业协同升级的路径研究,王志华,2013
253,管理学,江苏技术师范学院,规划基金项目,制度环境、政治关联与民营企业员工社会责任行为：基于江苏的经验证据,陆玉梅,2013
254,管理学,井冈山大学,规划基金项目,基于创业失败学习视角下的小微企业再创业研究——以江西为例,陈剑林,2013
255,管理学,辽宁科技大学,规划基金项目,基于“科学商业”的我国战略性新兴产业创业激励研究,侯锡林,2013
256,管理学,南京财经大学,规划基金项目,面向粮食安全的不确定环境下粮食供应链资源整合与网络优化,韩世莲,2013
257,管理学,南京大学,规划基金项目,基于治理视角的我国地方政府财政支出效率研究,陈志广,2013
258,管理学,南京工业大学,规划基金项目,顾客参与影响企业自主创新能力的实证分析：R&D/营销界面管理和协同创新的调节效应,来尧静,2013
259,管理学,南京林业大学,规划基金项目,劳动密集型产业区域转移力与粘性形成及相互作用机理--以家具产业为例,曾杰杰,2013
260,管理学,南京农业大学,规划基金项目,资产减值会计经济后果研究,吴虹雁,2013
261,管理学,南京农业大学,规划基金项目,城乡统筹发展中农民土地财产权的实现与利益共享机制研究,张金明,2013
262,管理学,南京邮电大学,规划基金项目,民营快递企业员工工作嵌入和离职意愿的理论与实证研究,赵波,2013
263,管理学,南开大学,规划基金项目,协商抑或选举？----乡镇治理创新模式比较研究,马得勇,2013
264,管理学,南开大学,规划基金项目,中国企业雇佣柔性与技能柔性的适配机制及转换对策研究,李新建,2013
265,管理学,南开大学,规划基金项目,柔性与劳权双重缺失背景下的企业劳动关系转型及民主管理问题研究,张立富,2013
266,管理学,南开大学,规划基金项目,高校高端海归人才的复合角色特征对其知识转移的影响机制研究,袁庆宏,2013
267,管理学,宁波工程学院,规划基金项目,社会化媒体中品牌社区的消费者行为前置因素及其对品牌权益的影响,焦勇兵,2013
268,管理学,宁波工程学院,规划基金项目,转型升级背景下家族企业动态能力生成机理与路径研究——基于浙江企业的调研数据,赵永杰,2013
269,管理学,青岛大学,规划基金项目,三元整合的社会组织能力培育机制研究—基于“政府-市场-社会”的视角,朴贞子,2013
270,管理学,山东财经大学,规划基金项目,中国企业碳绩效评价、低碳运行模式与推进机制研究,刘惠萍,2013
271,管理学,山东大学,规划基金项目,基于SCP的董事会治理绩效形成机理与影响因素研究,谢永珍,2013
272,管理学,山东大学,规划基金项目,基于组织与团队互动视角的中小企业双元性创新实证研究,张鸿萍,2013
273,管理学,山东工商学院,规划基金项目,工程项目风险管理成熟度对项目绩效的影响机理研究,温国锋,2013
274,管理学,山东工商学院,规划基金项目,零售企业实体店铺与网络零售协同经营研究,张琳,2013
275,管理学,山东理工大学,规划基金项目,基于专利数据测度的我国R&D经费结构变迁及效率演化研究,刘国华,2013
276,管理学,山东农业大学,规划基金项目,基于供应链合作主体视角下的蔬菜质量安全：行为分析、机制构建与政策优化,郑军,2013
