序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
57,高校思想政治工作,中山大学,二类课题,港台高校学生思想状况及对大陆学生影响研究,许俊卿,2016
58,高校思想政治工作,广东药学院,二类课题,高校青年辅导员职业规划和发展研究——基于生涯团体辅导培训与跟踪视角,李南,2016
59,高校思想政治工作,绍兴文理学院,二类课题,新媒体下高校突发事件网络舆情引导和管理机制研究,毛宇锋,2016
60,高校思想政治工作,西北大学,二类课题,提升大学生思想政治教育质量有效形式与长效机制研究,常江,2016
61,高校思想政治工作,天津农学院,二类课题,大学生法治观念和契约精神养成研究,田玉敏,2016
62,高校思想政治工作,复旦大学,二类课题,新媒体环境下网络文化对高校学生思想政治工作的挑战,孙冰心,2016
63,高校思想政治工作,暨南大学,二类课题,系统论视域下大学生社会主义核心价值观认同教育研究,李莹,2016
64,高校思想政治工作,南京师范大学,二类课题,大学生社会主义核心价值观认同状况及教育对策实证研究,李前进,2016
65,高校思想政治工作,东北师范大学,二类课题,大学生网络意见领袖培育研究,侯静,2016
66,高校思想政治工作,南方医科大学,二类课题,“互联网+”时代高校院系党建工作信息化应用研究,申玉杰,2016
67,高校思想政治工作,海南政法职业学院,二类课题,海南省高校辅导员职业倦怠问题与对策研究,王岱飚,2016
68,高校思想政治工作,云南大学,二类课题,中国传统文化与边疆民族地区大学生科学幸福观教育养成研究,钟金雁,2016
69,高校思想政治工作,西安体育学院,二类课题,大学生诚信教育体系建设探索研究,樊敏,2016
70,高校思想政治工作,云南师范大学,二类课题,高校学生国家非传统安全教育课程体系研究,贺磊,2016
71,高校思想政治工作,江西科技学院,二类课题,基于大数据技术的高校思想政治教育效果评价研究,毛晨蕾,2016
72,高校思想政治工作,扬州大学,二类课题,历史虚无主义思潮对当代大学生的影响及对策研究,张勇,2016
73,高校思想政治工作,保山学院,二类课题,基于绩优胜任力模型的高等学校辅导员职业能力提升路径研究,李广,2016
74,高校思想政治工作,湖州职业技术学院,二类课题,亚文化对大学生社会主义核心价值观认同的消解及重塑路径研究,张合营,2016
75,高校思想政治工作,安阳师范学院,二类课题,高校教师课堂攻击性政治传播的潜意识政治角色转化问题研究,耿宏伟,2016
76,高校思想政治工作,齐鲁工业大学,二类课题,当代大学生社会主义核心价值观与中华传统文化认知认同耦合机制研究,左殿升,2016
77,高校思想政治工作,电子科技大学中山学院,二类课题,高校政治安全形势研判机制构建研究,冯来兴,2016
78,高校思想政治工作,北京城市学院,二类课题,民办高校党组织参与重大决策、发挥政治核心作用的调查研究,贾咏梅,2016
79,高校思想政治工作,成都工业学院,二类课题,依法治校背景下高校辅导员保密责任制度研究,兰婷,2016
80,高校思想政治工作,滨州学院,二类课题,高校立德树人文化载体及其优化机制研究,牟文谦,2016
81,高校思想政治工作,芜湖职业技术学院,二类课题,高职院校马克思主义学院建设路径研究,朱力,2016
82,高校思想政治工作,台州职业技术学院,二类课题,高校实践育人创业创新载体和平台建设研究,马仁秒,2016
83,高校思想政治工作,上海应用技术学院,二类课题,大学生财务诚信教育体系模型构建及社会追踪研究,郑海燕,2016
84,高校思想政治工作,常州工学院,二类课题,专业教师与思想政治教育工作者协同育人机制研究,朱江,2016
85,高校思想政治工作,南京航空航天大学金城学院,二类课题,应用型本科工程类专业学生素质培养的超冲突分析及对策研究,戴泉晨,2016
86,高校思想政治工作,浙江工业大学,二类课题,习近平新闻舆论观指导下高校思想政治理论课教学创新融合研究,李永红,2016
87,高校思想政治工作,重庆大学,辅导员骨干专项,基于大数据的大学生思想行为评价与导航模式研究,朱丽萍,2016
88,高校思想政治工作,上海金融学院,辅导员骨干专项,新媒体环境下大学生网络信息危机及其干预策略实证研究,年大琦,2016
89,高校思想政治工作,广东技术师范学院,辅导员骨干专项,文化自觉：高校学生工作的问题与出路,黄文浩,2016
90,高校思想政治工作,南昌大学,辅导员骨干专项,高校精准资助机制的研究与实践,胡邦宁,2016
91,高校思想政治工作,合肥工业大学,辅导员骨干专项,新常态下大学生创新创业影响因素及作用机制研究,钟小要,2016
92,高校思想政治工作,温州大学,辅导员骨干专项,“双创”背景下的大学生公益创业的实践路径探索研究,林爱菊,2016
93,高校思想政治工作,上海电力学院,辅导员骨干专项,“项目化”视阈下少数民族学生社会主义核心价值观认同教育路径研究,诸俊,2016
94,高校思想政治工作,湖南大学,辅导员骨干专项,大数据促进高校学生“三观”教育的理论、模式与方法研究,王莎,2016
95,高校思想政治工作,华南师范大学,辅导员骨干专项,网络责任意识对大学生网络成瘾的影响机制及其干预研究——来自广州10所高校的调查,谢晓东,2016
96,高校思想政治工作,武汉工商学院,辅导员骨干专项,基于网络新媒体视角创新高校宿舍文化育人路径的研究,刘惠,2016
97,高校思想政治工作,桂林电子科技大学,辅导员骨干专项,基于移动互联网和数据挖掘的大学生“精细化”管理“3A”模式研究与实践,陈韦宏,2016
98,高校思想政治工作,宁波大学,辅导员骨干专项,新媒体视阈下社会主义核心价值观教育研究——构建项目管理教育模式,于丽丽,2016
99,高校思想政治工作,浙江大学,辅导员骨干专项,网络意识形态话语权争夺与大学生思想引领,赵颂平,2016
100,高校思想政治工作,福建师范大学,辅导员骨干专项,“高校辅导员在职攻读博士学位专项计划”对辅导员队伍专业化建设影响研究,林明惠,2016
101,高校思想政治工作,广东外语外贸大学,辅导员骨干专项,我国高校海外交换生思想政治教育对策研究,沈永英,2016
102,高校思想政治工作,福建师范大学,辅导员骨干专项,＂民考汉＂学生认同中华优秀传统文化研究,雷虎强,2016
103,高校思想政治工作,河北大学,辅导员骨干专项,主体间性视域下大学生社会主义核心价值观接受路径研究,齐子玉,2016
104,高校思想政治工作,华东理工大学,辅导员骨干专项,基于信息流双向干预的高校网络舆情治理与思政教育协同创新机制研究,吴婷,2016
105,高校思想政治工作,曲阜师范大学,辅导员骨干专项,音乐团体治疗介入大学生心理问题的实效性研究,徐璐,2016
106,高校思想政治工作,聊城大学,辅导员骨干专项,我国普通高校精准学生资助政策体系理论与实践研究,杨庆实,2016
107,高校思想政治工作,广东技术师范学院,辅导员骨干专项,“互联网+”背景下大学生社会主义核心价值观情感认同的现状调查及提升策略研究,邓凯文,2016
108,高校思想政治工作,浙江外国语学院,辅导员骨干专项,网络身份隐匿对大学生舆情监管的冲击及其引导机制研究,田俊杰,2016
109,高校思想政治工作,温州医科大学,辅导员骨干专项,女大学生婚育观与就业价值取向研究,梅思佳,2016
110,高校思想政治工作,浙江师范大学,辅导员骨干专项,大学生对“五大发展理念”的认同现状与提升策略研究,崔雪萍,2016
111,高校思想政治工作,浙江万里学院,辅导员骨干专项,众创背景下大学生创客教育模式新探索-以浙江10所应用型本科示范高校为例,孟祥敏,2016
112,高校思想政治工作,莆田学院,辅导员骨干专项,网络宗教对大学生的隐性渗透影响及对策研究,陈国成,2016
113,高校思想政治工作,上海体育学院,辅导员骨干专项,新媒体语境下思想政治教育话语权：表现境遇及提升路径,陈伟,2016
114,高校思想政治工作,北方工业大学,辅导员骨干专项,运用青年话语体系改进高校学生工作研究,胡永嘉,2016
115,高校思想政治工作,陕西师范大学,辅导员骨干专项,专业化进程中高校辅导员实践性知识的内涵解读与生成机制研究,屈桃,2016
116,高校思想政治工作,湖北民族学院,辅导员骨干专项,内地高校边疆少数民族学生教育管理模式研究,黄晓波,2016
117,高校思想政治工作,湖南科技大学,辅导员骨干专项,基于认知视角的大学生网络谣言传播现象研究,易靓靓,2016
118,高校思想政治工作,北京化工大学,辅导员骨干专项,基于文化适应的少数民族学生党员培养模式研究,梁燕亮,2016
119,高校思想政治工作,烟台大学,辅导员骨干专项,高校少数民族学生群体信仰与国家认同教育管理研究,刘修志,2016
120,高校思想政治工作,青岛理工大学,辅导员骨干专项,少数民族大学生社会主义核心价值观认同教育研究,李晓辉,2016
121,高校思想政治工作,浙江万里学院,辅导员骨干专项,以学生为主体的大学生权益维护模式构建研究,陈如栋,2016
122,高校思想政治工作,杭州师范大学,辅导员骨干专项,微时代背景下大学生法治观念养成研究,马利峰,2016
123,高校思想政治工作,江西理工大学,辅导员骨干专项,地方高校优秀辅导员的内在特质及培育机制研究——以江西省为例,饶先发,2016
124,高校思想政治工作,上海理工大学,辅导员骨干专项,学业受挫大学生学习自我效能感的团体辅导干预,章少哨,2016
125,高校思想政治工作,唐山学院,辅导员骨干专项,社会主义核心价值观话语下大学生主体意识培育研究,王敬,2016
126,高校思想政治工作,盐城工业职业技术学院,辅导员骨干专项,手机成瘾大学生心理发展特征及干预的实验研究,朱玲玲,2016
127,高校思想政治工作,烟台大学,辅导员骨干专项,中国传统文化融入大学生思想政治教育价值和实现路径研究,李芳,2016
128,高校思想政治工作,中南大学,辅导员骨干专项,大学生“隐性思想政治教育”践行方略研究,滕晓雯,2016
129,高校思想政治工作,辽宁师范大学,辅导员骨干专项,中美高校价值观教育比较研究,蒋璀玢,2016
130,高校思想政治工作,南京航空航天大学,辅导员骨干专项,大学生就业能力提升的演化过程、动力机制与策略研究,谢菲,2016
131,高校思想政治工作,电子科技大学,辅导员骨干专项,基于互联网思维下的大学生思想行为引导研究,张媛媛,2016
132,高校思想政治工作,中国计量学院,辅导员骨干专项,群体动力理论在高校毕业生分类就业指导工作中的运用研究,郑飞,2016
133,高校思想政治工作,郑州航空工业管理学院,辅导员骨干专项,老龄化背景下大学生感恩教育研究,王武,2016
134,高校思想政治工作,哈尔滨工程大学,辅导员骨干专项,大学生网络微教育的＂正能量＂生态系统培育机制研究,许钟元,2016
135,高校思想政治工作,温州医科大学,辅导员骨干专项,“按需资助”发展性资助模式构建与实践研究,王桥莲,2016
136,高校思想政治工作,浙江树人学院,辅导员骨干专项,新媒体语境下高校思想政治教育话语转换的特征与路径研究,杨礼雕,2016
137,高校思想政治工作,湖北工程学院,辅导员骨干专项,小组工作方法在高校班级建设中的应用研究,毛瑾,2016
138,高校思想政治工作,安顺学院,辅导员骨干专项,心性文明视角下高校立德树人的实现路径和工作机制研究,罗宪志,2016
139,高校思想政治工作,重庆工商大学,辅导员骨干专项,基于大数据时代高校创业教育生态系统构建,陈亚惠,2016
140,高校思想政治工作,华南理工大学,辅导员骨干专项,大陆与港台高校学生思想互动影响研究——以H大学为例,张冬利,2016
141,高校思想政治工作,西北大学,辅导员骨干专项,高校少数民族学生思想宣传教育工作模式研究,刘飞,2016
142,高校思想政治工作,西南石油大学,辅导员骨干专项,文化认同视角下新生代大学生“三个自信”教育策略研究,肖虎,2016
143,高校思想政治工作,大连工业大学,辅导员骨干专项,大学生错误社会思潮的消解和矫正机制研究——基于辅导员“以文化人”的隐性教育视角,王鹏,2016
144,高校思想政治工作,五邑大学,辅导员骨干专项,港澳青年群体意识及长效交流机制研究,颜华,2016
145,高校思想政治工作,北京工业大学,辅导员骨干专项,中华优秀传统文化与大学生思想政治教育耦合机制实证研究,沈自友,2016
146,高校思想政治工作,浙江科技学院,辅导员骨干专项,互联网思维视域下高校学生管理工作的转型研究,潘中祥,2016
147,高校思想政治工作,石河子大学,辅导员骨干专项,大学生网络诉求与现实行为的相关度和差异度研究,赵欣,2016
148,高校思想政治工作,浙江财经大学,辅导员骨干专项,“宗教热”对高校意识形态工作的影响及对策探究——基于在杭高校的实证调研,何露霞,2016
149,高校思想政治工作,华南理工大学,辅导员骨干专项,“一带一路”战略下外语类大学生就业市场需求及就业能力提升研究——以珠三角地区为例,刘才刚,2016
150,高校思想政治工作,西安理工大学,辅导员骨干专项,大数据背景下高校学生突发事件中网络舆情引导和管理机制研究,王宗强,2016
