序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
54,经济学,西南政法大学,青年基金项目,教育可得性对农村贫困代际传递影响效应研究：作用机理、综合测度与政策选择,李瑞琴,2016
55,经济学,长江师范学院,青年基金项目,基于“互联网+”的武陵山片区特色农产品有效供给问题研究,刘开华,2016
56,管理学,兰州大学,规划基金项目,西部地区社区灾害风险管理：公众感知与技术评估的偏离及其消减研究,程赛琰,2016
57,管理学,兰州理工大学,规划基金项目,基于信任发展动态视角的企业间信任与承诺的因果互动循环关系研究,庞芳兰,2016
58,管理学,四川师范大学,规划基金项目,基于情景模糊集的小额贷款公司中小企业小额贷款信用风险评价研究,武生均,2016
59,管理学,西安电子科技大学,规划基金项目,基于全渠道客户体验的商品定价问题研究,贾俊秀,2016
60,管理学,西南财经大学,规划基金项目,官员腐败、企业寻租与政府补贴,步丹璐,2016
61,管理学,吉首大学,青年基金项目,武陵山片区乡村旅游发展动力机制及优化策略研究,黄炜,2016
62,管理学,南宁学院,青年基金项目,中国上市公司职工之间的收入基尼系数测度,张华荣,2016
63,管理学,西安工程大学,青年基金项目,多层面视角下组织知识基础对创新绩效的影响研究——基于关键研发者和桥接科学家的分析,刘岩,2016
64,管理学,西安工业大学,青年基金项目,技术高管团队的异质性对企业创新绩效的影响：基于公司治理与合作创新网络的视角,汤小莉,2016
65,管理学,西北大学,青年基金项目,基于多尺度时序模式挖掘的股票在线算法交易策略研究,贺毅岳,2016
66,管理学,西北工业大学,青年基金项目,不确定条件下城市废弃物能源回收项目的柔性规划策略研究,胡骏翡,2016
67,管理学,西南大学,青年基金项目,科技服务促进农民工返乡创业的作用机理和政策优化,汪艳霞,2016
68,管理学,延安大学,青年基金项目,西北地区合作社嵌入与村社组织联动治理机制研究,王进,2016
69,管理学,云南警官学院,青年基金项目,科技创新驱动中我国传统管理文化价值及开发研究,陆媛,2016
70,管理学,云南农业大学,青年基金项目,基于熵理论的政府和社会资本合作（PPP）项目风险演化、传递及管控研究,王艳伟,2016
71,法学,西南政法大学,规划基金项目,刑事庭审质证规则研究,潘金贵,2016
72,法学,贵州师范大学,青年基金项目,税务诉讼证明责任规则研究,敖玉芳,2016
73,法学,海南大学,青年基金项目,主权信用评级规则研究,周嘉,2016
74,法学,西南交通大学,青年基金项目,我国可再生能源补贴的法律机制创新与改革,吴昱,2016
75,法学,西南政法大学,青年基金项目,知识产权非实施行为研究,张体锐,2016
76,法学,云南警官学院,青年基金项目,大湄公河流域次区域国家间民事司法鉴定认同问题研究,刘燕,2016
77,法学,重庆邮电大学,青年基金项目,网络恐怖活动犯罪防控研究,邹帆,2016
78,社会学,西南政法大学,青年基金项目,全面二孩时代中国的儿童照顾问题：福利国家的政策经验及其启示,刘云香,2016
79,民族学与文化学,云南大学,规划基金项目,西南少数民族地区传统协作组织的经济功能转型与提升研究,郑宇,2016
80,民族学与文化学,成都中医药大学,青年基金项目,藏羌彝走廊民族医药传承与创新的大数据共享模式研究,刚焕晨雷,2016
81,民族学与文化学,西藏民族大学,青年基金项目,西藏民族民间游艺调查及其旅游开发研究,邵卉芳,2016
82,新闻学与传播学,广西大学,青年基金项目,晚清报刊与口岸城市文化嬗变研究——以汉口为例,汪苑菁,2016
83,新闻学与传播学,四川大学,青年基金项目,二十一世纪以来中外领导人国事访问的媒介再现研究,刘娜,2016
84,新闻学与传播学,西安体育学院,青年基金项目,大众媒介趋利逻辑对“90”后新生代消费异化的影响研究,王翔,2016
85,新闻学与传播学,西北大学,青年基金项目,民国时期《纽约时报》驻华记者群中国报道研究,李莉,2016
86,图书馆、情报与文献学,呼伦贝尔学院,规划基金项目,中国北方达斡尔、鄂温克、鄂伦春、俄罗斯、布里亚特蒙古族音视频文献数据库,付亚平,2016
87,图书馆、情报与文献学,陕西理工学院,规划基金项目,秦巴山区公共信息扶贫联动机制研究,李静,2016
88,图书馆、情报与文献学,西南大学,青年基金项目,行为网格框架下学术用户移动搜索行为演化研究,胡蓉,2016
89,图书馆、情报与文献学,云南大学,青年基金项目,声像遗产的社会记忆传承研究,王雪飞,2016
90,教育学,宝鸡文理学院,规划基金项目,西部连片特困地区赞助性义务教育政策绩效管理研究,胡少明,2016
91,教育学,呼伦贝尔学院,规划基金项目,边疆少数民族地区卓越小学教师培养模式和路径研究,姜明红,2016
92,教育学,内蒙古师范大学,规划基金项目,科学史融入中学理科课堂教学模式的理论与实践研究,张凤英,2016
93,教育学,陕西理工学院,规划基金项目,教育现代化进程中农村小学可持续发展问题研究,董文军,2016
94,教育学,陕西师范大学,规划基金项目,特殊教育教师心理资本及其管理与开发策略研究,石学云,2016
95,教育学,重庆工商职业学院,规划基金项目,我国在线教育体系建设研究,南旭光,2016
96,教育学,西华师范大学,青年基金项目,教师教育视域下历史名师叙事研究,高思超,2016
97,教育学,西南大学,青年基金项目,全球化视域下“中国教育”国际形象及其隐含文化价值研究,胡燕娟,2016
98,教育学,西南大学,青年基金项目,我国民办幼儿教育质量保障路径建构研究,王伟,2016
99,教育学,西南大学,青年基金项目,职前小学教师对于全纳教育态度的混合研究,谭亲毅,2016
100,教育学,重庆师范大学,青年基金项目,西部农村小学全科教师综合素养测评模型研究,叶志强,2016
101,心理学,西北大学,规划基金项目,秦巴山区学龄前儿童行为问题基层干预模式研究,高晓彩,2016
102,心理学,四川师范大学,青年基金项目,心理时间线的变化历程—来自盲人的证据,毕翠华,2016
103,心理学,重庆师范大学,青年基金项目,精神病性抑郁症患者和正常人群情绪冲突检测和解决的认知神经机制,李丹,2016
104,体育科学,河池学院,规划基金项目,桂西北长寿带民族体育养生文化资源挖掘整理与开发应用研究,韦丽春,2016
105,体育科学,西北工业大学,规划基金项目,自组织理论视域大学生身心健康演化发展研究,聂东风,2016
106,体育科学,陕西师范大学,青年基金项目,西安市城镇居民居住环境与体力活动、健康水平的相关性研究,孙宇亮,2016
107,体育科学,玉林师范学院,青年基金项目,那地武影：桂西壮族村落传统武术研究,王晓晨,2016
108,统计学,兰州财经大学,规划基金项目,中国供给侧结构性改革中省际创新能力的测度与综合评价,马蓉,2016
109,交叉学科/综合研究,吉首大学,规划基金项目,武陵山区少数民族成人Heath-Carter体型研究,黄大元,2016
110,交叉学科/综合研究,钦州学院,规划基金项目,西南民族地区返乡农民工创业问题研究,张新美,2016
111,交叉学科/综合研究,西安交通大学,规划基金项目,基于视频分割与提取技术及MPEG-4编码标准的字幕翻译层次化语义信息研究,王雪梅,2016
112,交叉学科/综合研究,西南财经大学,规划基金项目,微信社交网络中公众号服务发现和推荐方法,王磊,2016
113,交叉学科/综合研究,西南民族大学,规划基金项目,产业转型、社会分化与社区重建——基于西部民族旅游社区的实证研究,阳宁东,2016
114,交叉学科/综合研究,陕西理工学院,青年基金项目,陕南乡土聚落形态量化分析及特质衍续研究,杨涛,2016
115,交叉学科/综合研究,四川师范大学,青年基金项目,社会转型与新媒体事件的视觉表征研究,庞弘,2016
116,交叉学科/综合研究,西北师范大学,青年基金项目,民族、语言、心理认知视阈下的中亚东干民族身份认同研究,杨国科,2016
117,交叉学科/综合研究,西南交通大学,青年基金项目,新城镇化区域产业转移与物流网络构建可持续发展研究,陈思,2016
118,交叉学科/综合研究,长安大学,青年基金项目,考虑不确定性因素的路面养护多阶段动态决策研究,毛新华,2016
