序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
37,马克思主义/思想政治教育,北京师范大学,青年基金项目,微公益时代的公民慈善及其实践模式研究,刘丹,2016
38,马克思主义/思想政治教育,大连海洋大学,青年基金项目,融媒体视阈下高校思想政治教育话语表达创新研究,冯文艳,2016
39,马克思主义/思想政治教育,大连理工大学,青年基金项目,内地高校新疆少数民族学生中华民族共同体意识培育研究,孙壮,2016
40,马克思主义/思想政治教育,东北师范大学,青年基金项目,大学生组织思想政治教育感染性研究,王子刚,2016
41,马克思主义/思想政治教育,福建师范大学,青年基金项目,互联网+条件下高校主流意识形态话语权问题研究,张一,2016
42,马克思主义/思想政治教育,广东金融学院,青年基金项目,西方政治哲学传统视阈下的马克思“政治—哲学”关系研究,刘华萍,2016
43,马克思主义/思想政治教育,广东警官学院,青年基金项目,马克思主义文化批判理论及其对中国文化发展的当代价值研究,卢文忠,2016
44,马克思主义/思想政治教育,海南经贸职业技术学院,青年基金项目,中越高校马克思主义理论课程体系与教学内容比较研究,罗文英,2016
45,马克思主义/思想政治教育,合肥工业大学,青年基金项目,微时代主流意识形态微传播机制与策略研究,郭芙蓉,2016
46,马克思主义/思想政治教育,河南科技大学,青年基金项目,坚持共享发展的制度保障机制研究,范迎春,2016
47,马克思主义/思想政治教育,河南理工大学,青年基金项目,中华优秀传统文化对社会主义核心价值观的涵养功能研究,王新刚,2016
48,马克思主义/思想政治教育,湖北工程学院,青年基金项目,精准扶贫中的国家治理现代化实践机制研究,贺海波,2016
49,马克思主义/思想政治教育,湖北汽车工业学院,青年基金项目,中国共产党领导下的冬学运动研究,周江平,2016
50,马克思主义/思想政治教育,湖北文理学院,青年基金项目,思想政治教育价值结构研究,王丽,2016
51,马克思主义/思想政治教育,湖南环境生物职业技术学院,青年基金项目,新常态下大学生生态伦理教育的路径创新研究,肖明,2016
52,马克思主义/思想政治教育,华南农业大学,青年基金项目,系统工具视角国家治理体系内部协同机制研究,张君弟,2016
53,马克思主义/思想政治教育,华南农业大学,青年基金项目,五大发展理念的内在逻辑与方法创新研究,程华,2016
54,马克思主义/思想政治教育,华中农业大学,青年基金项目,“有机马克思主义”历史观研究,但昭明,2016
55,马克思主义/思想政治教育,吉林大学,青年基金项目,新常态下我国劳动关系协调机制创新与国际比较研究,张嘉昕,2016
56,马克思主义/思想政治教育,嘉兴学院,青年基金项目,基于马克思劳动理论的劳动关系评价指标体系研究,陆文荣,2016
57,马克思主义/思想政治教育,嘉兴学院,青年基金项目,中国共产党党内关系的百年治理：历史演进与基本经验,马赛,2016
58,马克思主义/思想政治教育,江南大学,青年基金项目,美国高校通识教育的意识形态话语机制研究,蔡瑶,2016
59,马克思主义/思想政治教育,江西师范大学,青年基金项目,马克思正义思想及其当代境遇研究,蓝春娣,2016
60,马克思主义/思想政治教育,临沂大学,青年基金项目,《群众》周刊建构中国共产党公信形象的文本研究（1937-1949）,刘涛,2016
61,马克思主义/思想政治教育,南通大学,青年基金项目,领导干部家风建设研究,吴世丽,2016
62,马克思主义/思想政治教育,内蒙古科技大学,青年基金项目,思想政治教育学理论基础的建构逻辑研究,王爱莲,2016
63,马克思主义/思想政治教育,曲阜师范大学,青年基金项目,优秀传统文化视阈下当代大学生意识形态教育路径研究,陈敏,2016
64,马克思主义/思想政治教育,厦门大学,青年基金项目,马克思正义理论视域下共享发展理念及其实践路径研究,苗瑞丹,2016
65,马克思主义/思想政治教育,山东大学,青年基金项目,新世纪以来高校思想政治教育政策绩效研究,郑敬斌,2016
66,马克思主义/思想政治教育,山东大学,青年基金项目,埃里克·赖特的社会主义新规划研究,马莲,2016
67,马克思主义/思想政治教育,山西大学,青年基金项目,马克思主义中国化的元问题反思与整体性论证研究,尹占文,2016
68,马克思主义/思想政治教育,山西师范大学,青年基金项目,当代西方左翼学者的技术政治观研究,黄雪丽,2016
69,马克思主义/思想政治教育,上海体育学院,青年基金项目,主流意识形态在微媒体场域的传播效度研究,胡德平,2016
70,马克思主义/思想政治教育,深圳大学,青年基金项目,生态正义问题制度之维研究,郑湘萍,2016
71,马克思主义/思想政治教育,沈阳师范大学,青年基金项目,改革开放以来党的统一战线理论创新研究,张德明,2016
72,马克思主义/思想政治教育,顺德职业技术学院,青年基金项目,网困：互联网时代休闲异化问题研究,肖薇薇,2016
73,马克思主义/思想政治教育,四川大学,青年基金项目,宗教网络传播对新社会阶层信仰的影响及对策研究,薛一飞,2016
74,马克思主义/思想政治教育,太原理工大学,青年基金项目,当代农民财富伦理观的价值取向与引导路径研究,侯红霞,2016
75,马克思主义/思想政治教育,五邑大学,青年基金项目,港澳青年国家认同研究,曾祥春,2016
76,马克思主义/思想政治教育,武汉大学,青年基金项目,中国共产党意识形态话语权的生成逻辑与发展路径研究,史姗姗,2016
77,马克思主义/思想政治教育,武汉工程大学,青年基金项目,当代中国法治教育的社会参与机制构建研究,帅颖,2016
78,马克思主义/思想政治教育,西安电子科技大学,青年基金项目,知识教育与德性教育的内在机理及转化机制研究,蒋冬双,2016
79,马克思主义/思想政治教育,西安电子科技大学,青年基金项目,绿色发展理念下的社会主义生态文明建设研究,李垣,2016
80,马克思主义/思想政治教育,西安交通大学,青年基金项目,大学生国家安全观念及其安全化路径研究,刘玉青,2016
81,马克思主义/思想政治教育,西北工业大学,青年基金项目,全面从严治党背景下中国共产党政治规矩研究,李鹏,2016
82,马克思主义/思想政治教育,西藏民族大学,青年基金项目,马克思恩格斯“论中国”研究,王东红,2016
83,马克思主义/思想政治教育,浙江工商大学,青年基金项目,比较公民教育视域下的参与式公益研究,于希勇,2016
84,马克思主义/思想政治教育,浙江旅游职业学院,青年基金项目,全面从严治党下的党风廉政建设问责制研究,胡洪彬,2016
85,马克思主义/思想政治教育,浙江师范大学,青年基金项目,传统家训中的德育思想及其当代转化研究,姜玉峰,2016
86,马克思主义/思想政治教育,郑州成功财经学院,青年基金项目,台湾地区高校通识教育的特色及其对大陆高等教育的启示,李海容,2016
87,马克思主义/思想政治教育,中国矿业大学,青年基金项目,思想政治教育对儒学教化的当代引领研究,张世亮,2016
88,马克思主义/思想政治教育,中国矿业大学,青年基金项目,20世纪上半叶非中共知识群体马克思主义理论传播与接受研究,胡可涛,2016
89,马克思主义/思想政治教育,中国人民公安大学,青年基金项目,印度社会主义运动研究：以印度共产党(马克思主义)为视角,禚明亮,2016
90,马克思主义/思想政治教育,重庆文理学院,青年基金项目,大学生柔性管理“六步进阶”运行机制构建研究,胡在东,2016
91,哲学,复旦大学,规划基金项目,杜威价值哲学研究,冯平,2016
92,哲学,河南科技大学,规划基金项目,我国社会公正的评价体系研究,彭富明,2016
93,哲学,华中科技大学,规划基金项目,伽达默尔与施特劳斯之争,何卫平,2016
94,哲学,南开大学,规划基金项目,自然审美批评话语之建构,薛富兴,2016
95,哲学,中山大学,规划基金项目,当代英美马克思主义正义理论谱系研究,林育川,2016
96,哲学,中山大学,规划基金项目,施泰因交互主体性现象学研究,郁欣,2016
97,哲学,北京化工大学,青年基金项目,莱布尼茨科学符号理论及其价值研究,郭菁,2016
98,哲学,北京林业大学,青年基金项目,古典博物学时期的自然经济思想,徐保军,2016
99,哲学,大连理工大学,青年基金项目,从身心交互论的视角研究康德意志自由的思想,仇彦斌,2016
100,哲学,东北师范大学,青年基金项目,柏拉图《泰阿泰德篇》研究,李守利,2016
101,哲学,东南大学,青年基金项目,当代美德伦理学中的正义问题研究,孙会娟,2016
102,哲学,佛山科学技术学院,青年基金项目,《抱朴子外篇》思想研究,管丽珺,2016
103,哲学,复旦大学,青年基金项目,阿尔都塞与当代激进政治哲学,林青,2016
104,哲学,广东外语外贸大学,青年基金项目,伯恩施坦与考茨基思想比较研究——以二者通信（1879-1932）为中心的考察,练建玲,2016
105,哲学,广州大学,青年基金项目,灾难与仁学——中国传统哲学视域下的灾难哲学建构,赵楠楠,2016
106,哲学,海南大学,青年基金项目,道德责任归因中的运气问题研究,赵静波,2016
107,哲学,菏泽学院,青年基金项目,中世纪基督教对待科学态度的珍本原典文献研究,张志伟,2016
108,哲学,湖南科技大学,青年基金项目,理学视域下的南宋史评学研究,刘依平,2016
109,哲学,华东政法大学,青年基金项目,“美”的政治哲学探源：柏拉图《希琵阿斯前后篇》的翻译、集注和义疏,王江涛,2016
110,哲学,华南农业大学,青年基金项目,《左传》“以礼解经”研究,王竹波,2016
111,哲学,华中科技大学,青年基金项目,中国近现代哲学中的形而上学问题研究,廖晓炜,2016
112,哲学,江南大学,青年基金项目,政治哲学中的“康德式”建构主义理论研究,张祖辽,2016
113,哲学,南京大学,青年基金项目,斯洛特戴克批判理论研究,常晅,2016
114,哲学,南京林业大学,青年基金项目,怀疑与论证：新摩尔主义研究,杨修志,2016
115,哲学,南开大学,青年基金项目,二十世纪德法哲学视野中的形而上学问题,安靖,2016
116,哲学,山西师范大学,青年基金项目,德里达中期哲学研究,张振东,2016
117,哲学,上海财经大学,青年基金项目,福柯身体观及其在女性主义视域内的展开,周冏,2016
118,哲学,上海财经大学,青年基金项目,金融化生存世界中的经济正义研究,严静峰,2016
119,哲学,深圳大学,青年基金项目,关于可能世界的反实在论研究,葛欢欢,2016
120,哲学,太原科技大学,青年基金项目,科学认知中的信息演化研究,卫郭敏,2016
121,哲学,西安翻译学院,青年基金项目,金融化：21世纪资本权力的经济哲学批判,宁殿霞,2016
122,哲学,西安邮电大学,青年基金项目,分析哲学思想的溯源研究——从康德、波尔查诺到弗雷格,王策,2016
123,哲学,西安邮电大学,青年基金项目,张载《经学理窟》校注及其经学思想研究,邸利平,2016
124,哲学,西南大学,青年基金项目,中国古代都市在美学研究中的位置——以西汉长安为例,张雨,2016
125,哲学,浙江大学,青年基金项目,亚里士多德《论灵魂》的翻译与研究,陈玮,2016
126,哲学,中国矿业大学,青年基金项目,身体的设计与构建：身体干预技术的哲学研究,张灿,2016
127,哲学,中国石油大学（华东）,青年基金项目,金元春秋学研究,张欣,2016
128,哲学,中山大学,青年基金项目,人格、自由和尊严：“Persona”概念在中世纪的发展,江璐,2016
129,逻辑学,燕山大学,青年基金项目,现代归纳逻辑的科学与哲学认知基础及应用研究,王磊,2016
130,逻辑学,中山大学,青年基金项目,基于非精确概率逻辑的博弈问题研究,刘海林,2016
131,宗教学,复旦大学,规划基金项目,亚洲地缘宗教格局与中国周边安全、外交,涂怡超,2016
132,宗教学,内蒙古民族大学,规划基金项目,蒙古文《金光明经》佛源语词研究,乌力吉套格套,2016
133,宗教学,天津外国语大学,规划基金项目,当代美国道教学研究,蔡觉敏,2016
134,宗教学,北京外国语大学,青年基金项目,佛经《虎耳譬喻经》梵藏汉文献整理与研究,周利群,2016
135,宗教学,广西民族大学,青年基金项目,越南民间信仰中的中越共同神研究,韦凡州,2016
136,宗教学,衡阳师范学院,青年基金项目,恩格斯基督教研究的研究,李栋材,2016
137,宗教学,四川大学,青年基金项目,凉山木里藏族宗教文化调查研究,完德加,2016
138,宗教学,西安外国语大学,青年基金项目,早期汉语《圣经》对勘研究及其对中国文化的影响,王硕丰,2016
139,宗教学,西南大学,青年基金项目,《鸠摩罗什法师大义》研究,解兴华,2016
140,宗教学,新疆大学,青年基金项目,中亚国家宗教去极端化措施研究,齐那尔·阿不都沙力克,2016
141,宗教学,重庆师范大学,青年基金项目,明清时期聚云派禅学文献整理与研究,华海燕,2016
142,语言学,安徽工业大学,规划基金项目,法家经典文献在英语世界的译介与传播研究,戴拥军,2016
143,语言学,安庆师范学院,规划基金项目,社会语言学视角下黄梅戏经典剧目舞台道白研究,鲍红,2016
144,语言学,北京交通大学,规划基金项目,晚清传教士西学翻译与西方近代启蒙思想的译介,卢明玉,2016
145,语言学,北京师范大学,规划基金项目,中小学生英语阅读能力标准及测评体系研究,程晓堂,2016
146,语言学,北京师范大学,规划基金项目,基于语篇体裁类型的教育语篇知识结构研究,于晖,2016
147,语言学,北京语言大学,规划基金项目,大数据背景下的词汇计量与常用词库建设,王治敏,2016
148,语言学,北京语言大学,规划基金项目,“介引”类离合词及其语用接口研究,李春玲,2016
149,语言学,常州大学,规划基金项目,跨文化传播视域下的《孔子家语》英译研究,伊咏,2016
150,语言学,常州工学院,规划基金项目,语言接触与中古汉译佛经称谓语研究,鞠彩萍,2016
151,语言学,大连外国语大学,规划基金项目,三语习得视域下内地维吾尔族学生英语学习中的语用迁移研究,朱效惠,2016
152,语言学,东北师范大学,规划基金项目,语境的经验性与本体性关系研究,于林龙,2016
153,语言学,福建工程学院,规划基金项目,英语介词误用的认知探讨：基于语料库的研究,左尚君,2016
154,语言学,复旦大学,规划基金项目,修辞学视角的汉语违实表达研究,霍四通,2016
155,语言学,广东金融学院,规划基金项目,晋冀豫毗连地带晋语语法系统研究,谷向伟,2016
156,语言学,广东外语外贸大学,规划基金项目,外国留学生汉语写作“互动协同”教学模式构建,郝红艳,2016
157,语言学,哈尔滨工程大学,规划基金项目,学术语篇中批评言语行为的互文性分析,邓晓明,2016
158,语言学,哈尔滨理工大学,规划基金项目,语言学视角下失语症患者语块能力康复状况的跟踪研究,周荣,2016
159,语言学,合肥工业大学,规划基金项目,《文心雕龙》核心思想英译及其对外传播研究,胡作友,2016
160,语言学,湖南第一师范学院,规划基金项目,动词论元结构在中文信息抽取中的应用研究,肖升,2016
161,语言学,湖南科技大学,规划基金项目,常德沧山话词汇研究,徐前师,2016
162,语言学,湖州师范学院,规划基金项目,日语口译语用失误体系研究,金翰钧,2016
163,语言学,华东交通大学,规划基金项目,基于语料库与心理实验的中国英语学习者隐喻性词义习得比较研究,石进芳,2016
164,语言学,华南理工大学,规划基金项目,基于社会文化理论的二语写作认知研究,雷霄,2016
165,语言学,华中师范大学,规划基金项目,基于大规模“微信”文本语料库的汉语会话分析,余一骄,2016
166,语言学,华中师范大学,规划基金项目,非母语者汉语有标复句习得难度级差及教学模式实证研究,万莹,2016
167,语言学,华中师范大学,规划基金项目,英语学习者劝说性文体中的语篇修辞研究,刘东虹,2016
168,语言学,淮阴师范学院,规划基金项目,近代汉语词汇对《汉语大词典》书证研究,王毅,2016
169,语言学,淮阴师范学院,规划基金项目,周恩来外交修辞创意研究,解正明,2016
170,语言学,吉林大学,规划基金项目,出土两汉杂器铭文整理与研究,徐正考,2016
171,语言学,聊城大学,规划基金项目,英汉非线性构式对比研究,李维滨,2016
172,语言学,南京师范大学,规划基金项目,《敦煌俗字典》修订本,黄征,2016
173,语言学,南京晓庄学院,规划基金项目,联合国教科文组织语言规划观及其中国实践研究,方小兵,2016
174,语言学,宁波大学,规划基金项目,基于语料库的关系词语用于单句现象再研究,聂仁发,2016
175,语言学,厦门理工学院,规划基金项目,基于CCAT的世界遗产翻译研究,余军,2016
176,语言学,山东工商学院,规划基金项目,汉英双语者视、听信息组构化加工模式研究,张拥政,2016
177,语言学,山东科技大学,规划基金项目,《官话指南》多版本语言比较研究,徐丽,2016
178,语言学,陕西理工学院,规划基金项目,小句认知结构与句法结构关系研究,丁力,2016
179,语言学,上海财经大学,规划基金项目,基于讲说体白话文献的清至民初汉语口语句式研究,卢惠惠,2016
180,语言学,上海交通大学,规划基金项目,史华慈-吴漠汀《红楼梦》120回德文全译本研究,王金波,2016
181,语言学,上海外国语大学,规划基金项目,历时视角下的“汉语-突厥语”语言接触研究,王艳红,2016
182,语言学,首都师范大学,规划基金项目,汉日时制构造的比较研究,孙伟,2016
183,语言学,四川大学,规划基金项目,英语语境下中国留学生英语口头学术语篇的社会化研究,左红珊,2016
184,语言学,四川师范大学,规划基金项目,印度传统医学阿育吠陀词汇的梵-拉-英-汉对照数据库构建与研究,程树华,2016
185,语言学,同济大学,规划基金项目,中国学习者学术英语写作语料库建设与研究,盛云岚,2016
186,语言学,新疆师范高等专科学校,规划基金项目,现代哈萨克语表达语气意义的语调实验研究,魏炜,2016
187,语言学,扬州大学,规划基金项目,汉语国际推广中的中国文化符号国际认同研究,陈莉,2016
188,语言学,长江大学,规划基金项目,荆楚方言词汇研究,吴松,2016
189,语言学,浙江工商大学,规划基金项目,异读视角下的上古汉语句法结构之差异,王月婷,2016
190,语言学,浙江师范大学,规划基金项目,理雅各《诗经》英译注释话语特征及其对中国经典“走出去”的启示,胡美馨,2016
191,语言学,中南财经政法大学,规划基金项目,现代华人离散译者的身份博弈对其文化译介思想的影响研究,汪世蓉,2016
192,语言学,重庆工商大学,规划基金项目,动态系统理论视域下二语学习动机的回溯与跟踪研究,戴运财,2016
193,语言学,重庆交通大学,规划基金项目,跨学科视角的抗战时期军事翻译研究,罗天,2016
194,语言学,安徽农业大学,青年基金项目,长三角地区农业转移人口子女语言融合研究,刘艳,2016
195,语言学,北京大学,青年基金项目,大数据下语义知识资源的覆盖度和扩展性研究,卢达威,2016
196,语言学,北京第二外国语学院,青年基金项目,基于汉俄平行语料库的政治文献翻策略研究,刘淼,2016
197,语言学,北京交通大学,青年基金项目,二语学习者习得汉语体标记的微变化研究,李兰霞,2016
198,语言学,北京科技大学,青年基金项目,融通中外的外宣翻译话语建构及其接受度调查,赵晶,2016
199,语言学,北京科技大学,青年基金项目,翻译与创作的历时与共时研究：基于语言接触与语言演变的视角,赵秋荣,2016
200,语言学,北京理工大学,青年基金项目,现代汉语方式范畴认知功能研究,韩超,2016
201,语言学,北京师范大学,青年基金项目,中西互镜：庄子哲学英译与诠释研究（1983—2015）,姜莉,2016
202,语言学,北京师范大学,青年基金项目,面向语音教学的汉语普通话发音生理研究,汪高武,2016
203,语言学,北京外国语大学,青年基金项目,中东欧国家语言政策对我国非通用语人才规划的影响,董希骁,2016
204,语言学,北京邮电大学,青年基金项目,网络环境中高校英语学习者自我调控及其影响因素研究,郑春萍,2016
205,语言学,北京语言大学,青年基金项目,汉语第二语言学习者语言社会化过程研究,闻亭,2016
206,语言学,北京语言大学,青年基金项目,汉语第二语言学习者复合词词义识解及其制约因素研究,孟凯,2016
207,语言学,北京中医药大学,青年基金项目,晋唐文献涉医资料词汇研究,石雨,2016
208,语言学,渤海大学,青年基金项目,现代汉语方言宕江摄知庄章组字的南北差异及其历史嬗变研究,安拴军,2016
209,语言学,大连海洋大学,青年基金项目,《日本殖民侵略下的伪满“协和语”研究》,宫雪,2016
210,语言学,大连理工大学,青年基金项目,中国大学英语学习者课堂互动有效性研究,寇金南,2016
211,语言学,大连外国语大学,青年基金项目,论阿普列相语言学思想在俄语教学中的应用,王钢,2016
212,语言学,东北师范大学,青年基金项目,思辨能力培养为导向的大学英语写作混合学习活动设计与应用研究,卢丹,2016
213,语言学,对外经济贸易大学,青年基金项目,基于语料库的情感表达型交际的人际语用学研究,宋成方,2016
214,语言学,福州大学,青年基金项目,高校出国短期留学生跨文化交际能力发展跟踪研究,金玉花,2016
215,语言学,复旦大学,青年基金项目,层级语境条件下新异转喻加工的实验语用学研究,李捷,2016
216,语言学,广东工业大学,青年基金项目,奇幻型儿童小说汉译问题研究--以《爱丽丝漫游奇境记》的汉语翻译为例,张道振,2016
217,语言学,广东工业大学,青年基金项目,二十世纪《西游记》外籍译者英译单行本研究,欧阳东峰,2016
218,语言学,广东技术师范学院,青年基金项目,粤东五市闽语语音的地理类型学研究,林春雨,2016
219,语言学,广东技术师范学院,青年基金项目,基于地理信息平台的临高语语音研究,王文敏,2016
220,语言学,广东技术师范学院,青年基金项目,师范院校英语专业学生语篇能力与口译能力关系的实证研究,余娟,2016
221,语言学,广东外语外贸大学,青年基金项目,粤港城市语言景观对比研究,韩艳梅,2016
222,语言学,广东外语外贸大学,青年基金项目,基于语料库的同传译员自我修正现象研究,钱芳,2016
223,语言学,广东外语外贸大学,青年基金项目,中国西班牙语学习者在跨文化交际中的话轮转换方式的多模态研究,张志智,2016
224,语言学,广西民族大学,青年基金项目,现代汉语情态与指称的互动研究,张寒冰,2016
225,语言学,哈尔滨工业大学,青年基金项目,晚清翻译规范的社会构建及译者行为批评研究,王军平,2016
226,语言学,河南科技学院,青年基金项目,汉语历时篇章衔接语料库创建与研究,牛慧芳,2016
227,语言学,河南理工大学,青年基金项目,南阳城区话语音变异研究,闫克,2016
228,语言学,黑龙江大学,青年基金项目,汉语实现事件词化模式的类型学研究,李家春,2016
229,语言学,湖北文理学院,青年基金项目,基于语义与句法接口的现代汉语祈使范畴及其表达系统研究,王丹荣,2016
230,语言学,湖南大学,青年基金项目,汉日复句构式的跨语言认知研究——以条件、因果复句为中心,苏鹰,2016
231,语言学,华北科技学院,青年基金项目,壮侗语分类词语义句法的类型学研究,程博,2016
232,语言学,华北水利水电大学,青年基金项目,迪肯语言学思想研究,楚行军,2016
233,语言学,华北水利水电大学,青年基金项目,《论语》在俄罗斯,王灵芝,2016
234,语言学,华东政法大学,青年基金项目,基于多模态语料库的中外刑事庭审话语比较研究,王海萍,2016
235,语言学,华南理工大学,青年基金项目,译者行为的社会学研究,朱献珑,2016
236,语言学,华中农业大学,青年基金项目,大学英语课堂协作写作对学习者二语发展和思辨能力影响的实证研究,朱茜,2016
237,语言学,华中师范大学,青年基金项目,面向美国高中生的国别化汉语教材编写模式研究,李琼,2016
238,语言学,华中师范大学,青年基金项目,事件结构理论视角的汉语非典型宾语句法-语义界面研究,陈蓓,2016
239,语言学,吉林财经大学,青年基金项目,基于语料库的俄语名词词法范畴的审美潜能探索——以二十世纪诗歌为例,张欣欣,2016
240,语言学,吉林大学,青年基金项目,海外研修情境中的高校外语教师学习研究,张凤娟,2016
241,语言学,济南大学,青年基金项目,战国文字构形研究及数据库建设,何家兴,2016
242,语言学,济南大学,青年基金项目,汉英表量结构的语法化对比研究,张秀芳,2016
243,语言学,江苏大学,青年基金项目,基于大学生跨文化体验的跨文化能力维度的本土化研究及量表研制,李加军,2016
244,语言学,江苏科技大学,青年基金项目,噪声条件下母语及二语音段感知机制的对比实验研究,龚箭,2016
245,语言学,江西农业大学,青年基金项目,汉语儿童的多模态指称能力发展研究,曾小荣,2016
246,语言学,兰州财经大学,青年基金项目,语内阐释翻译与身份建构：王岱舆、刘智汉译伊斯兰典籍之比较研究,杨晓琳,2016
247,语言学,兰州大学,青年基金项目,基于语料库的藏族大学生英语书面语语言迁移研究,王亚军,2016
248,语言学,黎明职业大学,青年基金项目,语言接触视角下闽南语对新加坡英语的影响,梁丽娜,2016
249,语言学,辽宁石油化工大学,青年基金项目,哈贝马斯的语言哲学思想与历史唯物主义研究,刘志丹,2016
250,语言学,鲁东大学,青年基金项目,汉韩同形汉字词语义相似度研究,张佳颖,2016
251,语言学,洛阳理工学院,青年基金项目,面向专利机器翻译的汉英语块研究,胡富茂,2016
252,语言学,南昌师范学院,青年基金项目,基于历时与共时层面的近代汉语因果句句法语义研究,李为政,2016
253,语言学,南京师范大学,青年基金项目,汉语历时词汇数据库的构建与计量研究,李斌,2016
254,语言学,内蒙古大学,青年基金项目,蒙古贞地区蒙古语方言资源保护与研究,其木格,2016
255,语言学,宁波大学,青年基金项目,新型汉英会议口译平行语料库的创建与应用研究,符荣波,2016
256,语言学,青岛农业大学,青年基金项目,现代汉语“体”系统的建构研究,鞠志勤,2016
257,语言学,曲阜师范大学,青年基金项目,批判语言测试视阙下CET的反拨效应研究,吴涛,2016
258,语言学,山东大学,青年基金项目,新TEM-8写作测试量表建构研究,贾文峰,2016
259,语言学,山东师范大学,青年基金项目,基于百种白话报刊的清末民初白话新词族研究,刘艳平,2016
260,语言学,上海交通大学,青年基金项目,留学生汉语学习与身份认同互动关系研究,丁婷,2016
261,语言学,上海理工大学,青年基金项目,英汉反身代词回指的神经加工机制研究,张时倩,2016
262,语言学,上海外国语大学,青年基金项目,学习者致使构式习得发展模式及认知建构研究,杨滢滢,2016
